term	name
GO:0042651	thylakoid membrane
GO:0042720	mitochondrial inner membrane peptidase complex
GO:0042763	intracellular immature spore
GO:0042764	ascospore-type prospore
GO:0042765	GPI-anchor transamidase complex
GO:0042788	obsolete polysomal ribosome
GO:0042807	central vacuole
GO:0042995	cell projection
GO:0043005	neuron projection
GO:0043025	neuronal cell body
GO:0043033	isoamylase complex
GO:0043034	costamere
GO:0043036	starch grain
GO:0043073	germ cell nucleus
GO:0043076	megasporocyte nucleus
GO:0043078	polar nucleus
GO:0043186	P granule
GO:0043189	H4/H2A histone acetyltransferase complex
GO:0043194	axon initial segment
GO:0043195	terminal bouton
GO:0043197	dendritic spine
GO:0043198	dendritic shaft
GO:0043202	lysosomal lumen
GO:0043204	perikaryon
GO:0043209	myelin sheath
GO:0043226	organelle
GO:0043227	membrane-bounded organelle
GO:0043228	non-membrane-bounded organelle
GO:0043229	intracellular organelle
GO:0043230	extracellular organelle
GO:0043231	intracellular membrane-bounded organelle
GO:0043232	intracellular non-membrane-bounded organelle
GO:0043233	organelle lumen
GO:0043235	receptor complex
GO:0043240	Fanconi anaemia nuclear complex
GO:0043253	chloroplast ribosome
GO:0043292	contractile muscle fiber
GO:0043296	apical junction complex
GO:0043332	mating projection tip
GO:0043527	tRNA methyltransferase complex
GO:0043541	UDP-N-acetylglucosamine transferase complex
GO:0043564	Ku70:Ku80 complex
GO:0043596	nuclear replication fork
GO:0043601	nuclear replisome
GO:0043614	multi-eIF complex
GO:0043625	delta DNA polymerase complex
GO:0043656	host intracellular region
GO:0043657	host cell
GO:0043679	axon terminus
GO:0043680	filiform apparatus
GO:0044094	host cell nuclear part
GO:0044194	cytolytic granule
GO:0044214	obsolete spanning component of plasma membrane
GO:0044215	obsolete other organism
GO:0044216	obsolete other organism cell
GO:0044217	other organism part
GO:0044232	organelle membrane contact site
GO:0044291	cell-cell contact zone
GO:0044297	cell body
GO:0044304	main axon
GO:0044306	neuron projection terminus
GO:0044309	neuron spine
GO:0044322	endoplasmic reticulum quality control compartment
GO:0044352	pinosome
GO:0044354	macropinosome
GO:0044391	ribosomal subunit
GO:0044421	obsolete extracellular region part
GO:0044422	obsolete organelle part
GO:0044424	obsolete intracellular part
GO:0044425	obsolete membrane part
GO:0044426	obsolete cell wall part
GO:0044427	obsolete chromosomal part
GO:0044428	obsolete nuclear part
GO:0044429	obsolete mitochondrial part
GO:0044430	obsolete cytoskeletal part
GO:0044431	obsolete Golgi apparatus part
GO:0044432	obsolete endoplasmic reticulum part
GO:0044433	obsolete cytoplasmic vesicle part
GO:0044434	obsolete chloroplast part
GO:0044435	obsolete plastid part
GO:0044436	obsolete thylakoid part
GO:0044437	obsolete vacuolar part
GO:0044438	obsolete microbody part
GO:0044439	obsolete peroxisomal part
GO:0044440	obsolete endosomal part
GO:0044441	obsolete ciliary part
GO:0044444	obsolete cytoplasmic part
GO:0044445	obsolete cytosolic part
GO:0044446	obsolete intracellular organelle part
GO:0044447	obsolete axoneme part
GO:0044448	obsolete cell cortex part
GO:0044449	obsolete contractile fiber part
GO:0044450	obsolete microtubule organizing center part
GO:0044451	obsolete nucleoplasm part
GO:0044452	obsolete nucleolar part
GO:0044454	obsolete nuclear chromosome part
GO:0044455	obsolete mitochondrial membrane part
GO:0044456	obsolete synapse part
GO:0044457	obsolete cell septum part
GO:0044459	obsolete plasma membrane part
GO:0044462	obsolete external encapsulating structure part
GO:0044463	obsolete cell projection part
GO:0044464	obsolete cell part
GO:0044613	nuclear pore central transport channel
GO:0044614	nuclear pore cytoplasmic filaments
GO:0044615	nuclear pore nuclear basket
GO:0044665	MLL1/2 complex
GO:0044666	MLL3/4 complex
GO:0044732	mitotic spindle pole body
GO:0044754	autolysosome
GO:0044815	obsolete DNA packaging complex
GO:0044853	plasma membrane raft
GO:0045025	mitochondrial degradosome
GO:0045098	type III intermediate filament
GO:0045111	intermediate filament cytoskeleton
GO:0045121	membrane raft
GO:0045169	fusome
GO:0045171	intercellular bridge
GO:0045177	apical part of cell
GO:0045178	basal part of cell
GO:0045179	apical cortex
GO:0045202	synapse
GO:0045211	postsynaptic membrane
GO:0045239	tricarboxylic acid cycle heteromeric enzyme complex
GO:0045240	alpha-ketoacid dehydrogenase complex
GO:0045251	electron transfer flavoprotein complex
GO:0045252	oxoglutarate dehydrogenase complex
GO:0045254	pyruvate dehydrogenase complex
GO:0045257	obsolete succinate dehydrogenase complex (ubiquinone)
GO:0045259	proton-transporting ATP synthase complex
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)
GO:0045265	proton-transporting ATP synthase, stator stalk
GO:0045271	respiratory chain complex I
GO:0045273	respiratory chain complex II (succinate dehydrogenase)
GO:0045275	respiratory chain complex III
GO:0045277	respiratory chain complex IV
GO:0045281	obsolete succinate dehydrogenase complex
GO:0045283	fumarate reductase complex
GO:0045293	mRNA editing complex
GO:0045298	tubulin complex
GO:0045334	clathrin-coated endocytic vesicle
GO:0045335	phagocytic vesicle
GO:0045495	pole plasm
GO:0046540	U4/U6 x U5 tri-snRNP complex
GO:0046658	obsolete anchored component of plasma membrane
GO:0048046	apoplast
GO:0048188	Set1C/COMPASS complex
GO:0048226	Casparian strip
GO:0048237	rough endoplasmic reticulum lumen
GO:0048471	perinuclear region of cytoplasm
GO:0048475	coated membrane
GO:0048500	signal recognition particle
GO:0048555	generative cell nucleus
GO:0048556	microsporocyte nucleus
GO:0048770	pigment granule
GO:0048786	presynaptic active zone
GO:0051233	spindle midzone
GO:0051285	cell cortex of cell tip
GO:0051286	cell tip
GO:0055028	cortical microtubule
GO:0055029	nuclear DNA-directed RNA polymerase complex
GO:0055035	plastid thylakoid membrane
GO:0055037	recycling endosome
GO:0055038	recycling endosome membrane
GO:0055044	symplast
GO:0055087	Ski complex
GO:0055120	striated muscle dense body
GO:0060170	ciliary membrane
GO:0060187	cell pole
GO:0060198	clathrin-sculpted vesicle
GO:0060205	cytoplasmic vesicle lumen
GO:0060293	germ plasm
GO:0061200	clathrin-sculpted gamma-aminobutyric acid transport vesicle
GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
GO:0061474	phagolysosome membrane
GO:0061496	half bridge of mitotic spindle pole body
GO:0061497	inner plaque of mitotic spindle pole body
GO:0061645	endocytic patch
GO:0061695	transferase complex, transferring phosphorus-containing groups
GO:0061700	GATOR2 complex
GO:0061851	leading edge of lamellipodium
GO:0061927	TOC-TIC supercomplex I
GO:0062023	collagen-containing extracellular matrix
GO:0062039	biofilm matrix
GO:0062040	fungal biofilm matrix
GO:0070013	intracellular organelle lumen
GO:0070062	extracellular exosome
GO:0070069	cytochrome complex
GO:0070160	tight junction
GO:0070161	anchoring junction
GO:0070274	RES complex
GO:0070288	ferritin complex
GO:0070382	exocytic vesicle
GO:0070390	transcription export complex 2
GO:0070419	nonhomologous end joining complex
GO:0070449	elongin complex
GO:0070461	SAGA-type complex
GO:0070469	respirasome
GO:0070522	ERCC4-ERCC1 complex
GO:0070531	BRCA1-A complex
GO:0070545	PeBoW complex
GO:0070603	SWI/SNF superfamily-type complex
GO:0070765	gamma-secretase complex
GO:0070772	PAS complex
GO:0070775	H3 histone acetyltransferase complex
GO:0070776	MOZ/MORF histone acetyltransferase complex
GO:0070820	tertiary granule
GO:0070847	core mediator complex
GO:0070860	RNA polymerase I core factor complex
GO:0070937	CRD-mediated mRNA stability complex
GO:0070938	contractile ring
GO:0070971	endoplasmic reticulum exit site
GO:0070992	translation initiation complex
GO:0070993	translation preinitiation complex
GO:0071001	U4/U6 snRNP
GO:0071004	U2-type prespliceosome
GO:0071005	U2-type precatalytic spliceosome
GO:0071006	U2-type catalytic step 1 spliceosome
GO:0071007	U2-type catalytic step 2 spliceosome
GO:0071010	prespliceosome
GO:0071011	precatalytic spliceosome
GO:0071012	catalytic step 1 spliceosome
GO:0071013	catalytic step 2 spliceosome
GO:0071014	post-mRNA release spliceosomal complex
GO:0071020	post-spliceosomal complex
GO:0071021	U2-type post-spliceosomal complex
GO:0071141	SMAD protein complex
GO:0071159	NF-kappaB complex
GO:0071204	histone pre-mRNA 3'end processing complex
GO:0071339	MLL1 complex
GO:0071439	clathrin complex
GO:0071458	obsolete integral component of cytoplasmic side of endoplasmic reticulum membrane
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m
GO:0071556	obsolete integral component of lumenal side of endoplasmic reticulum membrane
GO:0071561	nucleus-vacuole junction
GO:0071682	endocytic vesicle lumen
GO:0071782	endoplasmic reticulum tubular network
GO:0071818	BAT3 complex
GO:0071821	FANCM-MHF complex
GO:0071920	cleavage body
GO:0071944	cell periphery
GO:0071957	old mitotic spindle pole body
GO:0072379	ER membrane insertion complex
GO:0072546	EMC complex
GO:0072562	blood microparticle
GO:0072588	box H/ACA RNP complex
GO:0072686	mitotic spindle
GO:0080008	Cul4-RING E3 ubiquitin ligase complex
GO:0089701	U2AF complex
GO:0089717	obsolete spanning component of membrane
GO:0090404	pollen tube tip
GO:0090406	pollen tube
GO:0090443	FAR/SIN/STRIPAK complex
GO:0090533	cation-transporting ATPase complex
GO:0090545	CHD-type complex
GO:0090575	RNA polymerase II transcription regulator complex
GO:0090576	RNA polymerase III transcription regulator complex
GO:0090734	site of DNA damage
GO:0097014	ciliary plasm
GO:0097038	perinuclear endoplasmic reticulum
GO:0097047	DNA replication termination region
GO:0097060	synaptic membrane
GO:0097123	cyclin A1-CDK2 complex
GO:0097204	phagocytic cup base
GO:0097208	alveolar lamellar body
GO:0097218	sieve plate
GO:0097223	obsolete sperm part
GO:0097224	obsolete sperm connecting piece
GO:0097346	INO80-type complex
GO:0097362	MCM8-MCM9 complex
GO:0097433	dense body
GO:0097440	apical dendrite
GO:0097447	dendritic tree
GO:0097452	GAIT complex
GO:0097458	obsolete neuron part
GO:0097504	Gemini of coiled bodies
GO:0097517	contractile actin filament bundle
GO:0097525	spliceosomal snRNP complex
GO:0097526	spliceosomal tri-snRNP complex
GO:0097539	ciliary transition fiber
GO:0097574	lateral part of cell
GO:0097708	intracellular vesicle
GO:0097729	9+2 motile cilium
GO:0097730	non-motile cilium
GO:0097731	9+0 non-motile cilium
GO:0097733	photoreceptor cell cilium
GO:0098533	ATPase dependent transmembrane transport complex
GO:0098552	side of membrane
GO:0098553	lumenal side of endoplasmic reticulum membrane
GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane
GO:0098562	cytoplasmic side of membrane
GO:0098572	stromal side of plastid thylakoid membrane
GO:0098573	obsolete intrinsic component of mitochondrial membrane
GO:0098574	cytoplasmic side of lysosomal membrane
GO:0098575	lumenal side of lysosomal membrane
GO:0098576	lumenal side of membrane
GO:0098588	bounding membrane of organelle
GO:0098590	plasma membrane region
GO:0098687	chromosomal region
GO:0098745	RNA decapping complex
GO:0098791	Golgi apparatus subcompartment
GO:0098793	presynapse
GO:0098794	postsynapse
GO:0098796	membrane protein complex
GO:0098797	plasma membrane protein complex
GO:0098798	mitochondrial protein-containing complex
GO:0098799	outer mitochondrial membrane protein complex
GO:0098800	inner mitochondrial membrane protein complex
GO:0098802	plasma membrane signaling receptor complex
GO:0098803	respiratory chain complex
GO:0098807	chloroplast thylakoid membrane protein complex
GO:0098827	endoplasmic reticulum subcompartment
GO:0098843	postsynaptic endocytic zone
GO:0098852	lytic vacuole membrane
GO:0098857	membrane microdomain
GO:0098858	actin-based cell projection
GO:0098862	cluster of actin-based cell projections
GO:0098984	neuron to neuron synapse
GO:0099023	vesicle tethering complex
GO:0099053	activating signal cointegrator 1 complex
GO:0099080	supramolecular complex
GO:0099081	supramolecular polymer
GO:0099086	synaptonemal structure
GO:0099501	exocytic vesicle membrane
GO:0099503	secretory vesicle
GO:0099512	supramolecular fiber
GO:0099513	polymeric cytoskeletal fiber
GO:0099522	cytosolic region
GO:0099523	presynaptic cytosol
GO:0099524	postsynaptic cytosol
GO:0099568	cytoplasmic region
GO:0099572	postsynaptic specialization
GO:0099631	postsynaptic endocytic zone cytoplasmic component
GO:0099738	cell cortex region
GO:0101002	ficolin-1-rich granule
GO:0101003	ficolin-1-rich granule membrane
GO:0101031	protein folding chaperone complex
GO:0120025	plasma membrane bounded cell projection
GO:0120038	obsolete plasma membrane bounded cell projection part
GO:0120095	vacuole-isolation membrane contact site
GO:0120114	Sm-like protein family complex
GO:0150034	distal axon
GO:1902493	acetyltransferase complex
GO:1902494	catalytic complex
GO:1902495	transmembrane transporter complex
GO:1902503	adenylyltransferase complex
GO:1902554	serine/threonine protein kinase complex
GO:1902555	endoribonuclease complex
GO:1902562	H4 histone acetyltransferase complex
GO:1902911	protein kinase complex
GO:1903293	phosphatase complex
GO:1903561	extracellular vesicle
GO:1904724	tertiary granule lumen
GO:1904813	ficolin-1-rich granule lumen
GO:1904949	ATPase complex
GO:1905347	endodeoxyribonuclease complex
GO:1905348	endonuclease complex
GO:1905354	exoribonuclease complex
GO:1905360	GTPase complex
GO:1905368	peptidase complex
GO:1905369	endopeptidase complex
GO:1905961	protein-cysteine S-palmitoyltransferase complex
GO:1990023	mitotic spindle midzone
GO:1990071	TRAPPII protein complex
GO:1990075	periciliary membrane compartment
GO:1990124	messenger ribonucleoprotein complex
GO:1990204	oxidoreductase complex
GO:1990234	transferase complex
GO:1990246	uniplex complex
GO:1990251	nuclear exosome focus
GO:1990298	bub1-bub3 complex
GO:1990316	Atg1/ULK1 kinase complex
GO:1990332	Ire1 complex
GO:1990351	transporter complex
GO:1990391	DNA repair complex
GO:1990423	RZZ complex
GO:1990429	peroxisomal importomer complex
GO:1990520	separase-securin complex
GO:1990597	AIP1-IRE1 complex
GO:1990604	IRE1-TRAF2-ASK1 complex
GO:1990630	IRE1-RACK1-PP2A complex
GO:1990635	proximal dendrite
GO:1990730	VCP-NSFL1C complex
GO:1990745	EARP complex
GO:1990752	microtubule end
GO:1990753	equatorial cell cortex
GO:1990777	lipoprotein particle
GO:1990794	basolateral part of cell
GO:1990819	mating projection actin fusion focus
GO:1990836	lysosomal matrix
GO:1990861	Ubp3-Bre5 deubiquitination complex
GO:1990904	ribonucleoprotein complex
GO:1990923	PET complex
