term	name
GO:0010272	response to silver ion
GO:0010273	detoxification of copper ion
GO:0010275	NAD(P)H dehydrogenase complex assembly
GO:0010286	heat acclimation
GO:0010288	response to lead ion
GO:0010289	homogalacturonan biosynthetic process
GO:0010304	PSII associated light-harvesting complex II catabolic process
GO:0010305	leaf vascular tissue pattern formation
GO:0010306	rhamnogalacturonan II biosynthetic process
GO:0010310	regulation of hydrogen peroxide metabolic process
GO:0010311	lateral root formation
GO:0010315	auxin export across the plasma membrane
GO:0010321	regulation of vegetative phase change
GO:0010322	regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0010323	negative regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0010324	membrane invagination
GO:0010325	raffinose family oligosaccharide biosynthetic process
GO:0010332	response to gamma radiation
GO:0010336	gibberellic acid homeostasis
GO:0010337	regulation of salicylic acid metabolic process
GO:0010338	leaf formation
GO:0010342	endosperm cellularization
GO:0010343	singlet oxygen-mediated programmed cell death
GO:0010344	seed oilbody biogenesis
GO:0010345	suberin biosynthetic process
GO:0010346	shoot axis formation
GO:0010350	cellular response to magnesium starvation
GO:0010358	leaf shaping
GO:0010359	regulation of anion channel activity
GO:0010360	negative regulation of anion channel activity
GO:0010361	regulation of anion channel activity by blue light
GO:0010362	negative regulation of anion channel activity by blue light
GO:0010363	regulation of plant-type hypersensitive response
GO:0010364	regulation of ethylene biosynthetic process
GO:0010365	positive regulation of ethylene biosynthetic process
GO:0010366	negative regulation of ethylene biosynthetic process
GO:0010371	regulation of gibberellin biosynthetic process
GO:0010372	positive regulation of gibberellin biosynthetic process
GO:0010373	negative regulation of gibberellin biosynthetic process
GO:0010374	stomatal complex development
GO:0010375	stomatal complex patterning
GO:0010376	stomatal complex formation
GO:0010377	guard cell fate commitment
GO:0010378	temperature compensation of the circadian clock
GO:0010380	regulation of chlorophyll biosynthetic process
GO:0010381	peroxisome-chloroplast membrane tethering
GO:0010383	cell wall polysaccharide metabolic process
GO:0010384	cell wall proteoglycan metabolic process
GO:0010387	COP9 signalosome assembly
GO:0010389	regulation of G2/M transition of mitotic cell cycle
GO:0010390	obsolete histone monoubiquitination
GO:0010393	galacturonan metabolic process
GO:0010394	homogalacturonan metabolic process
GO:0010395	rhamnogalacturonan I metabolic process
GO:0010396	rhamnogalacturonan II metabolic process
GO:0010400	rhamnogalacturonan I side chain metabolic process
GO:0010401	pectic galactan metabolic process
GO:0010404	cell wall hydroxyproline-rich glycoprotein metabolic process
GO:0010405	arabinogalactan protein metabolic process
GO:0010410	hemicellulose metabolic process
GO:0010411	xyloglucan metabolic process
GO:0010412	mannan metabolic process
GO:0010413	glucuronoxylan metabolic process
GO:0010417	glucuronoxylan biosynthetic process
GO:0010421	hydrogen peroxide-mediated programmed cell death
GO:0010424	obsolete DNA methylation on cytosine within a CG sequence
GO:0010425	obsolete DNA methylation on cytosine within a CNG sequence
GO:0010426	obsolete DNA methylation on cytosine within a CHH sequence
GO:0010431	seed maturation
GO:0010432	bract development
GO:0010433	bract morphogenesis
GO:0010434	bract formation
GO:0010439	regulation of glucosinolate biosynthetic process
GO:0010440	stomatal lineage progression
GO:0010441	guard cell development
GO:0010442	guard cell morphogenesis
GO:0010444	guard mother cell differentiation
GO:0010446	response to alkaline pH
GO:0010447	response to acidic pH
GO:0010449	root meristem growth
GO:0010450	inflorescence meristem growth
GO:0010452	obsolete histone H3-K36 methylation
GO:0010453	regulation of cell fate commitment
GO:0010454	negative regulation of cell fate commitment
GO:0010455	positive regulation of cell fate commitment
GO:0010458	exit from mitosis
GO:0010466	negative regulation of peptidase activity
GO:0010467	gene expression
GO:0010468	regulation of gene expression
GO:0010469	regulation of signaling receptor activity
GO:0010470	regulation of gastrulation
GO:0010476	gibberellin mediated signaling pathway
GO:0010477	response to sulfur dioxide
GO:0010482	regulation of epidermal cell division
GO:0010483	pollen tube reception
GO:0010492	maintenance of shoot apical meristem identity
GO:0010493	Lewis a epitope biosynthetic process
GO:0010495	siRNA-mediated long-distance post-transcriptional gene silencing
GO:0010496	intercellular transport
GO:0010497	plasmodesmata-mediated intercellular transport
GO:0010498	proteasomal protein catabolic process
GO:0010499	proteasomal ubiquitin-independent protein catabolic process
GO:0010501	RNA secondary structure unwinding
GO:0010506	regulation of autophagy
GO:0010507	negative regulation of autophagy
GO:0010508	positive regulation of autophagy
GO:0010514	induction of conjugation with cellular fusion
GO:0010517	regulation of phospholipase activity
GO:0010518	positive regulation of phospholipase activity
GO:0010520	regulation of reciprocal meiotic recombination
GO:0010522	regulation of calcium ion transport into cytosol
GO:0010524	positive regulation of calcium ion transport into cytosol
GO:0010528	obsolete regulation of transposition
GO:0010529	obsolete negative regulation of transposition
GO:0010540	basipetal auxin transport
GO:0010541	acropetal auxin transport
GO:0010543	regulation of platelet activation
GO:0010544	negative regulation of platelet activation
GO:0010555	response to mannitol
GO:0010556	regulation of macromolecule biosynthetic process
GO:0010557	positive regulation of macromolecule biosynthetic process
GO:0010558	negative regulation of macromolecule biosynthetic process
GO:0010559	regulation of glycoprotein biosynthetic process
GO:0010560	positive regulation of glycoprotein biosynthetic process
GO:0010561	negative regulation of glycoprotein biosynthetic process
GO:0010562	positive regulation of phosphorus metabolic process
GO:0010563	negative regulation of phosphorus metabolic process
GO:0010564	regulation of cell cycle process
GO:0010565	regulation of cellular ketone metabolic process
GO:0010569	regulation of double-strand break repair via homologous recombination
GO:0010570	regulation of filamentous growth
GO:0010581	regulation of starch biosynthetic process
GO:0010582	floral meristem determinacy
GO:0010584	pollen exine formation
GO:0010586	miRNA metabolic process
GO:0010587	miRNA catabolic process
GO:0010588	cotyledon vascular tissue pattern formation
GO:0010589	leaf proximal/distal pattern formation
GO:0010594	regulation of endothelial cell migration
GO:0010595	positive regulation of endothelial cell migration
GO:0010596	negative regulation of endothelial cell migration
GO:0010597	green leaf volatile biosynthetic process
GO:0010599	lsiRNA processing
GO:0010600	regulation of auxin biosynthetic process
GO:0010601	positive regulation of auxin biosynthetic process
GO:0010603	regulation of cytoplasmic mRNA processing body assembly
GO:0010604	positive regulation of macromolecule metabolic process
GO:0010605	negative regulation of macromolecule metabolic process
GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly
GO:0010607	negative regulation of cytoplasmic mRNA processing body assembly
GO:0010608	post-transcriptional regulation of gene expression
GO:0010617	circadian regulation of calcium ion oscillation
GO:0010618	aerenchyma formation
GO:0010623	programmed cell death involved in cell development
GO:0010628	positive regulation of gene expression
GO:0010629	negative regulation of gene expression
GO:0010631	epithelial cell migration
GO:0010632	regulation of epithelial cell migration
GO:0010633	negative regulation of epithelial cell migration
GO:0010634	positive regulation of epithelial cell migration
GO:0010638	positive regulation of organelle organization
GO:0010639	negative regulation of organelle organization
GO:0010644	cell communication by electrical coupling
GO:0010646	regulation of cell communication
GO:0010647	positive regulation of cell communication
GO:0010648	negative regulation of cell communication
GO:0010649	regulation of cell communication by electrical coupling
GO:0010650	positive regulation of cell communication by electrical coupling
GO:0010656	negative regulation of muscle cell apoptotic process
GO:0010660	regulation of muscle cell apoptotic process
GO:0010661	positive regulation of muscle cell apoptotic process
GO:0010662	regulation of striated muscle cell apoptotic process
GO:0010664	negative regulation of striated muscle cell apoptotic process
GO:0010665	regulation of cardiac muscle cell apoptotic process
GO:0010667	negative regulation of cardiac muscle cell apoptotic process
GO:0010675	obsolete regulation of cellular carbohydrate metabolic process
GO:0010676	obsolete positive regulation of cellular carbohydrate metabolic process
GO:0010677	obsolete negative regulation of cellular carbohydrate metabolic process
GO:0010685	tetracyclic triterpenoid metabolic process
GO:0010686	tetracyclic triterpenoid biosynthetic process
GO:0010710	regulation of collagen catabolic process
GO:0010711	negative regulation of collagen catabolic process
GO:0010712	regulation of collagen metabolic process
GO:0010713	negative regulation of collagen metabolic process
GO:0010714	positive regulation of collagen metabolic process
GO:0010715	regulation of extracellular matrix disassembly
GO:0010716	negative regulation of extracellular matrix disassembly
GO:0010717	regulation of epithelial to mesenchymal transition
GO:0010718	positive regulation of epithelial to mesenchymal transition
GO:0010720	positive regulation of cell development
GO:0010721	negative regulation of cell development
GO:0010726	positive regulation of hydrogen peroxide metabolic process
GO:0010727	negative regulation of hydrogen peroxide metabolic process
GO:0010731	protein glutathionylation
GO:0010737	protein kinase A signaling
GO:0010738	regulation of protein kinase A signaling
GO:0010739	positive regulation of protein kinase A signaling
GO:0010758	regulation of macrophage chemotaxis
GO:0010760	negative regulation of macrophage chemotaxis
GO:0010765	positive regulation of sodium ion transport
GO:0010767	obsolete regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage
GO:0010769	obsolete regulation of cell morphogenesis involved in differentiation
GO:0010770	positive regulation of cell morphogenesis
GO:0010771	negative regulation of cell morphogenesis
GO:0010793	regulation of mRNA export from nucleus
GO:0010799	regulation of peptidyl-threonine phosphorylation
GO:0010800	positive regulation of peptidyl-threonine phosphorylation
GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway
GO:0010810	regulation of cell-substrate adhesion
GO:0010811	positive regulation of cell-substrate adhesion
GO:0010812	negative regulation of cell-substrate adhesion
GO:0010815	bradykinin catabolic process
GO:0010817	regulation of hormone levels
GO:0010821	regulation of mitochondrion organization
GO:0010822	obsolete positive regulation of mitochondrion organization
GO:0010827	regulation of glucose transmembrane transport
GO:0010828	positive regulation of glucose transmembrane transport
GO:0010830	regulation of myotube differentiation
GO:0010831	positive regulation of myotube differentiation
GO:0010833	telomere maintenance via telomere lengthening
GO:0010835	regulation of protein ADP-ribosylation
GO:0010836	negative regulation of protein ADP-ribosylation
GO:0010845	positive regulation of reciprocal meiotic recombination
GO:0010847	obsolete regulation of chromatin assembly
GO:0010862	obsolete positive regulation of pathway-restricted SMAD protein phosphorylation
GO:0010863	obsolete positive regulation of phospholipase C activity
GO:0010869	obsolete regulation of receptor biosynthetic process
GO:0010870	obsolete positive regulation of receptor biosynthetic process
GO:0010872	obsolete regulation of cholesterol esterification
GO:0010873	obsolete positive regulation of cholesterol esterification
GO:0010874	regulation of cholesterol efflux
GO:0010875	positive regulation of cholesterol efflux
GO:0010876	lipid localization
GO:0010877	lipid transport involved in lipid storage
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling
GO:0010883	regulation of lipid storage
GO:0010888	negative regulation of lipid storage
GO:0010889	regulation of sequestering of triglyceride
GO:0010891	negative regulation of sequestering of triglyceride
GO:0010894	negative regulation of steroid biosynthetic process
GO:0010896	regulation of triglyceride catabolic process
GO:0010898	positive regulation of triglyceride catabolic process
GO:0010906	regulation of glucose metabolic process
GO:0010918	positive regulation of mitochondrial membrane potential
GO:0010919	regulation of inositol phosphate biosynthetic process
GO:0010921	regulation of phosphatase activity
GO:0010922	positive regulation of phosphatase activity
GO:0010923	negative regulation of phosphatase activity
GO:0010927	cellular component assembly involved in morphogenesis
GO:0010928	regulation of auxin mediated signaling pathway
GO:0010929	positive regulation of auxin mediated signaling pathway
GO:0010930	negative regulation of auxin mediated signaling pathway
GO:0010935	regulation of macrophage cytokine production
GO:0010938	cytoplasmic microtubule depolymerization
GO:0010939	obsolete regulation of necrotic cell death
GO:0010941	obsolete regulation of cell death
GO:0010942	obsolete positive regulation of cell death
GO:0010948	negative regulation of cell cycle process
GO:0010950	positive regulation of endopeptidase activity
GO:0010951	negative regulation of endopeptidase activity
GO:0010952	positive regulation of peptidase activity
GO:0010955	negative regulation of protein processing
GO:0010959	regulation of metal ion transport
GO:0010960	magnesium ion homeostasis
GO:0010962	regulation of glucan biosynthetic process
GO:0010964	regulation of regulatory ncRNA-mediated heterochromatin formation
GO:0010965	regulation of mitotic sister chromatid separation
GO:0010966	regulation of phosphate transport
GO:0010968	regulation of microtubule nucleation
GO:0010970	transport along microtubule
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle
GO:0010973	positive regulation of division septum assembly
GO:0010975	regulation of neuron projection development
GO:0010976	positive regulation of neuron projection development
GO:0010977	negative regulation of neuron projection development
GO:0010981	regulation of cell wall macromolecule metabolic process
GO:0010984	regulation of lipoprotein particle clearance
GO:0010985	negative regulation of lipoprotein particle clearance
GO:0010988	regulation of low-density lipoprotein particle clearance
GO:0010989	negative regulation of low-density lipoprotein particle clearance
GO:0010992	ubiquitin recycling
GO:0012501	programmed cell death
GO:0012502	induction of programmed cell death
GO:0014002	astrocyte development
GO:0014003	oligodendrocyte development
GO:0014009	glial cell proliferation
GO:0014010	Schwann cell proliferation
GO:0014012	peripheral nervous system axon regeneration
GO:0014013	regulation of gliogenesis
GO:0014014	negative regulation of gliogenesis
GO:0014015	positive regulation of gliogenesis
GO:0014020	primary neural tube formation
GO:0014031	mesenchymal cell development
GO:0014032	neural crest cell development
GO:0014033	neural crest cell differentiation
GO:0014037	Schwann cell differentiation
GO:0014065	obsolete phosphatidylinositol 3-kinase signaling
GO:0014070	response to organic cyclic compound
GO:0014074	response to purine-containing compound
GO:0014706	striated muscle tissue development
GO:0014717	regulation of satellite cell activation involved in skeletal muscle regeneration
GO:0014718	positive regulation of satellite cell activation involved in skeletal muscle regeneration
GO:0014812	muscle cell migration
GO:0014823	response to activity
GO:0014832	urinary bladder smooth muscle contraction
GO:0014848	urinary tract smooth muscle contraction
GO:0014850	response to muscle activity
GO:0014866	skeletal myofibril assembly
GO:0014896	muscle hypertrophy
GO:0014897	striated muscle hypertrophy
GO:0014909	smooth muscle cell migration
GO:0014910	regulation of smooth muscle cell migration
GO:0014911	positive regulation of smooth muscle cell migration
GO:0015012	heparan sulfate proteoglycan biosynthetic process
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process
GO:0015031	protein transport
GO:0015074	DNA integration
GO:0015669	gas transport
GO:0015671	oxygen transport
GO:0015675	nickel cation transport
GO:0015680	protein maturation by copper ion transfer
GO:0015689	molybdate ion transport
GO:0015690	aluminum cation transport
GO:0015691	cadmium ion transport
GO:0015692	lead ion transport
GO:0015693	magnesium ion transport
GO:0015695	organic cation transport
GO:0015697	quaternary ammonium group transport
GO:0015698	inorganic anion transport
GO:0015700	arsenite transport
GO:0015706	nitrate transmembrane transport
GO:0015709	thiosulfate transport
GO:0015711	organic anion transport
GO:0015712	hexose phosphate transport
GO:0015713	phosphoglycerate transmembrane transport
GO:0015714	phosphoenolpyruvate transport
GO:0015717	triose phosphate transport
GO:0015718	monocarboxylic acid transport
GO:0015720	allantoin transport
GO:0015721	bile acid and bile salt transport
GO:0015722	canalicular bile acid transport
GO:0015729	oxaloacetate transport
GO:0015739	sialic acid transport
GO:0015740	C4-dicarboxylate transport
GO:0015742	alpha-ketoglutarate transport
GO:0015743	malate transport
GO:0015744	succinate transport
GO:0015748	organophosphate ester transport
GO:0015749	monosaccharide transmembrane transport
GO:0015750	pentose transmembrane transport
GO:0015752	D-ribose transmembrane transport
GO:0015753	D-xylose transmembrane transport
GO:0015755	fructose transmembrane transport
GO:0015757	galactose transmembrane transport
GO:0015760	glucose-6-phosphate transport
GO:0015766	disaccharide transport
GO:0015768	maltose transport
GO:0015770	sucrose transport
GO:0015772	oligosaccharide transport
GO:0015780	nucleotide-sugar transmembrane transport
GO:0015783	GDP-fucose transmembrane transport
GO:0015786	UDP-glucose transmembrane transport
GO:0015790	UDP-xylose transmembrane transport
GO:0015791	polyol transmembrane transport
GO:0015793	glycerol transmembrane transport
GO:0015795	sorbitol transmembrane transport
GO:0015797	mannitol transmembrane transport
GO:0015798	myo-inositol transport
GO:0015800	acidic amino acid transport
GO:0015801	aromatic amino acid transport
GO:0015802	basic amino acid transport
GO:0015804	neutral amino acid transport
GO:0015805	S-adenosyl-L-methionine transport
GO:0015807	L-amino acid transport
GO:0015808	L-alanine transport
GO:0015810	aspartate transmembrane transport
GO:0015811	L-cystine transport
GO:0015813	L-glutamate transmembrane transport
GO:0015824	proline transport
GO:0015825	L-serine transport
GO:0015827	tryptophan transport
GO:0015833	peptide transport
GO:0015837	amine transport
GO:0015839	cadaverine transport
GO:0015840	urea transport
GO:0015843	methylammonium transport
GO:0015846	polyamine transport
GO:0015847	putrescine transport
GO:0015849	organic acid transport
GO:0015850	organic hydroxy compound transport
GO:0015851	nucleobase transport
GO:0015853	adenine transport
GO:0015854	guanine transport
GO:0015855	pyrimidine nucleobase transport
GO:0015857	uracil transport
GO:0015858	nucleoside transport
GO:0015860	purine nucleoside transmembrane transport
GO:0015865	purine nucleotide transport
GO:0015866	ADP transport
GO:0015867	ATP transport
GO:0015868	purine ribonucleotide transport
GO:0015871	choline transport
GO:0015880	coenzyme A transport
GO:0015908	fatty acid transport
GO:0015909	long-chain fatty acid transport
GO:0015914	phospholipid transport
GO:0015918	sterol transport
GO:0015919	peroxisomal membrane transport
GO:0015931	nucleobase-containing compound transport
GO:0015936	coenzyme A metabolic process
GO:0015937	coenzyme A biosynthetic process
GO:0015939	pantothenate metabolic process
GO:0015940	pantothenate biosynthetic process
GO:0015959	diadenosine polyphosphate metabolic process
GO:0015960	diadenosine polyphosphate biosynthetic process
GO:0015961	diadenosine polyphosphate catabolic process
GO:0015965	diadenosine tetraphosphate metabolic process
GO:0015966	diadenosine tetraphosphate biosynthetic process
GO:0015967	diadenosine tetraphosphate catabolic process
GO:0015969	guanosine tetraphosphate metabolic process
GO:0015970	guanosine tetraphosphate biosynthetic process
GO:0015976	carbon utilization
GO:0015977	carbon fixation
GO:0015979	photosynthesis
GO:0015980	energy derivation by oxidation of organic compounds
GO:0015985	energy coupled proton transport, down electrochemical gradient
GO:0015986	proton motive force-driven ATP synthesis
GO:0015988	energy coupled proton transmembrane transport, against electrochemical gradient
GO:0015990	electron transport coupled proton transport
GO:0015994	chlorophyll metabolic process
GO:0015995	chlorophyll biosynthetic process
GO:0015996	chlorophyll catabolic process
GO:0016024	CDP-diacylglycerol biosynthetic process
GO:0016031	tRNA import into mitochondrion
GO:0016032	viral process
GO:0016036	cellular response to phosphate starvation
GO:0016042	lipid catabolic process
GO:0016043	cellular component organization
GO:0016045	detection of bacterium
GO:0016049	cell growth
GO:0016050	vesicle organization
GO:0016051	carbohydrate biosynthetic process
GO:0016052	carbohydrate catabolic process
GO:0016053	organic acid biosynthetic process
GO:0016054	organic acid catabolic process
GO:0016055	Wnt signaling pathway
GO:0016064	immunoglobulin mediated immune response
GO:0016070	RNA metabolic process
GO:0016071	mRNA metabolic process
GO:0016072	rRNA metabolic process
GO:0016073	snRNA metabolic process
GO:0016074	sno(s)RNA metabolic process
GO:0016075	rRNA catabolic process
GO:0016077	sno(s)RNA catabolic process
GO:0016078	tRNA decay
GO:0016079	synaptic vesicle exocytosis
GO:0016082	synaptic vesicle priming
GO:0016093	polyprenol metabolic process
GO:0016094	polyprenol biosynthetic process
GO:0016098	monoterpenoid metabolic process
GO:0016099	monoterpenoid biosynthetic process
GO:0016101	diterpenoid metabolic process
GO:0016102	diterpenoid biosynthetic process
GO:0016103	diterpenoid catabolic process
GO:0016104	triterpenoid biosynthetic process
GO:0016105	triterpenoid catabolic process
GO:0016106	sesquiterpenoid biosynthetic process
GO:0016107	sesquiterpenoid catabolic process
GO:0016108	tetraterpenoid metabolic process
GO:0016109	tetraterpenoid biosynthetic process
GO:0016114	terpenoid biosynthetic process
GO:0016115	terpenoid catabolic process
GO:0016116	carotenoid metabolic process
GO:0016117	carotenoid biosynthetic process
GO:0016119	carotene metabolic process
GO:0016120	carotene biosynthetic process
GO:0016121	carotene catabolic process
GO:0016122	xanthophyll metabolic process
GO:0016123	xanthophyll biosynthetic process
GO:0016125	sterol metabolic process
GO:0016126	sterol biosynthetic process
GO:0016127	sterol catabolic process
GO:0016128	phytosteroid metabolic process
GO:0016129	phytosteroid biosynthetic process
GO:0016131	brassinosteroid metabolic process
GO:0016132	brassinosteroid biosynthetic process
GO:0016137	glycoside metabolic process
GO:0016139	glycoside catabolic process
GO:0016143	S-glycoside metabolic process
GO:0016144	S-glycoside biosynthetic process
GO:0016145	S-glycoside catabolic process
GO:0016180	snRNA processing
GO:0016191	synaptic vesicle uncoating
GO:0016192	vesicle-mediated transport
GO:0016197	endosomal transport
GO:0016202	regulation of striated muscle tissue development
GO:0016226	iron-sulfur cluster assembly
GO:0016233	telomere capping
GO:0016236	macroautophagy
GO:0016237	microautophagy
GO:0016239	positive regulation of macroautophagy
GO:0016241	regulation of macroautophagy
GO:0016242	negative regulation of macroautophagy
GO:0016254	preassembly of GPI anchor in ER membrane
GO:0016255	attachment of GPI anchor to protein
GO:0016310	phosphorylation
GO:0016311	dephosphorylation
GO:0016319	mushroom body development
GO:0016321	female meiosis chromosome segregation
GO:0016331	morphogenesis of embryonic epithelium
GO:0016332	establishment or maintenance of polarity of embryonic epithelium
GO:0016333	morphogenesis of follicular epithelium
GO:0016334	establishment or maintenance of polarity of follicular epithelium
GO:0016335	morphogenesis of larval imaginal disc epithelium
GO:0016336	establishment or maintenance of polarity of larval imaginal disc epithelium
GO:0016358	dendrite development
GO:0016360	sensory organ precursor cell fate determination
GO:0016441	post-transcriptional gene silencing
GO:0016444	somatic cell DNA recombination
GO:0016445	somatic diversification of immunoglobulins
GO:0016446	somatic hypermutation of immunoglobulin genes
GO:0016447	somatic recombination of immunoglobulin gene segments
GO:0016458	obsolete gene silencing
GO:0016477	cell migration
GO:0016479	negative regulation of transcription by RNA polymerase I
GO:0016482	cytosolic transport
GO:0016485	protein processing
GO:0016553	base conversion or substitution editing
GO:0016554	cytidine to uridine editing
GO:0016556	mRNA modification
GO:0016558	protein import into peroxisome matrix
GO:0016559	peroxisome fission
GO:0016560	protein import into peroxisome matrix, docking
GO:0016567	protein ubiquitination
GO:0016569	obsolete covalent chromatin modification
GO:0016570	obsolete histone modification
GO:0016571	obsolete histone methylation
GO:0016572	obsolete histone phosphorylation
GO:0016573	obsolete histone acetylation
GO:0016574	obsolete histone ubiquitination
GO:0016575	obsolete histone deacetylation
GO:0016576	obsolete histone dephosphorylation
GO:0016577	obsolete histone demethylation
GO:0016579	protein deubiquitination
GO:0016584	obsolete nucleosome positioning
GO:0016598	protein arginylation
GO:0016925	protein sumoylation
GO:0016926	protein desumoylation
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0016998	cell wall macromolecule catabolic process
GO:0016999	antibiotic metabolic process
GO:0017000	antibiotic biosynthetic process
GO:0017001	antibiotic catabolic process
GO:0017004	cytochrome complex assembly
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway
GO:0017038	protein import
GO:0017062	respiratory chain complex III assembly
GO:0017126	nucleologenesis
GO:0017145	stem cell division
GO:0017148	negative regulation of translation
GO:0017156	calcium-ion regulated exocytosis
GO:0017157	regulation of exocytosis
GO:0017158	regulation of calcium ion-dependent exocytosis
GO:0017196	N-terminal peptidyl-methionine acetylation
GO:0018022	peptidyl-lysine methylation
GO:0018023	peptidyl-lysine trimethylation
GO:0018026	peptidyl-lysine monomethylation
GO:0018065	obsolete protein-cofactor linkage
GO:0018105	peptidyl-serine phosphorylation
GO:0018106	peptidyl-histidine phosphorylation
GO:0018107	peptidyl-threonine phosphorylation
GO:0018108	peptidyl-tyrosine phosphorylation
GO:0018126	protein hydroxylation
GO:0018130	obsolete heterocycle biosynthetic process
GO:0018131	oxazole or thiazole biosynthetic process
GO:0018193	peptidyl-amino acid modification
GO:0018195	peptidyl-arginine modification
GO:0018196	obsolete peptidyl-asparagine modification
GO:0018202	peptidyl-histidine modification
GO:0018205	peptidyl-lysine modification
GO:0018206	peptidyl-methionine modification
GO:0018208	peptidyl-proline modification
GO:0018209	peptidyl-serine modification
GO:0018210	peptidyl-threonine modification
GO:0018212	peptidyl-tyrosine modification
GO:0018216	peptidyl-arginine methylation
GO:0018258	protein O-linked glycosylation via hydroxyproline
GO:0018279	protein N-linked glycosylation via asparagine
GO:0018282	metal incorporation into metallo-sulfur cluster
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex
GO:0018335	protein succinylation
GO:0018342	protein prenylation
GO:0018343	protein farnesylation
GO:0018344	protein geranylgeranylation
GO:0018364	peptidyl-glutamine methylation
GO:0018377	protein myristoylation
GO:0018393	internal peptidyl-lysine acetylation
GO:0018394	peptidyl-lysine acetylation
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
GO:0018410	C-terminal protein amino acid modification
GO:0018871	1-aminocyclopropane-1-carboxylate metabolic process
GO:0018874	benzoate metabolic process
GO:0018904	ether metabolic process
GO:0018958	phenol-containing compound metabolic process
GO:0018991	egg-laying behavior
GO:0019042	viral latency
GO:0019043	establishment of viral latency
GO:0019048	modulation by virus of host process
GO:0019054	modulation by virus of host cellular process
GO:0019058	viral life cycle
GO:0019068	virion assembly
GO:0019079	viral genome replication
GO:0019080	viral gene expression
GO:0019083	viral transcription
GO:0019086	late viral transcription
GO:0019094	pole plasm mRNA localization
GO:0019098	reproductive behavior
GO:0019184	nonribosomal peptide biosynthetic process
GO:0019216	regulation of lipid metabolic process
GO:0019217	regulation of fatty acid metabolic process
GO:0019218	regulation of steroid metabolic process
GO:0019219	regulation of nucleobase-containing compound metabolic process
GO:0019220	regulation of phosphate metabolic process
GO:0019221	cytokine-mediated signaling pathway
GO:0019222	regulation of metabolic process
GO:0019226	transmission of nerve impulse
GO:0019228	neuronal action potential
GO:0019233	sensory perception of pain
GO:0019236	response to pheromone
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0019249	lactate biosynthetic process
GO:0019252	starch biosynthetic process
GO:0019253	reductive pentose-phosphate cycle
GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0019290	siderophore biosynthetic process
GO:0019305	dTDP-rhamnose biosynthetic process
GO:0019318	hexose metabolic process
GO:0019319	hexose biosynthetic process
GO:0019320	hexose catabolic process
GO:0019321	pentose metabolic process
GO:0019322	pentose biosynthetic process
GO:0019323	pentose catabolic process
GO:0019336	phenol-containing compound catabolic process
GO:0019344	cysteine biosynthetic process
GO:0019359	nicotinamide nucleotide biosynthetic process
GO:0019362	pyridine nucleotide metabolic process
GO:0019363	pyridine nucleotide biosynthetic process
GO:0019365	pyridine nucleotide salvage
GO:0019369	arachidonic acid metabolic process
GO:0019371	cyclooxygenase pathway
GO:0019372	lipoxygenase pathway
GO:0019373	epoxygenase P450 pathway
GO:0019374	galactolipid metabolic process
GO:0019375	galactolipid biosynthetic process
GO:0019377	glycolipid catabolic process
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0019388	galactose catabolic process
GO:0019395	fatty acid oxidation
GO:0019400	alditol metabolic process
GO:0019401	alditol biosynthetic process
GO:0019405	alditol catabolic process
GO:0019419	obsolete sulfate reduction
GO:0019430	removal of superoxide radicals
GO:0019432	triglyceride biosynthetic process
GO:0019433	triglyceride catabolic process
GO:0019438	obsolete aromatic compound biosynthetic process
GO:0019439	obsolete aromatic compound catabolic process
GO:0019447	D-cysteine catabolic process
GO:0019471	4-hydroxyproline metabolic process
GO:0019478	D-amino acid catabolic process
GO:0019481	L-alanine catabolic process, by transamination
GO:0019482	beta-alanine metabolic process
GO:0019484	beta-alanine catabolic process
GO:0019509	L-methionine salvage from methylthioadenosine
GO:0019511	peptidyl-proline hydroxylation
GO:0019516	lactate oxidation
GO:0019520	aldonic acid metabolic process
GO:0019521	D-gluconate metabolic process
GO:0019523	L-idonate metabolic process
GO:0019538	protein metabolic process
