term	name
GO:0008083	growth factor activity
GO:0008092	cytoskeletal protein binding
GO:0008093	cytoskeletal anchor activity
GO:0008094	ATP-dependent activity, acting on DNA
GO:0008097	5S rRNA binding
GO:0008106	alcohol dehydrogenase (NADP+) activity
GO:0008121	ubiquinol-cytochrome-c reductase activity
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0008126	acetylesterase activity
GO:0008131	primary amine oxidase activity
GO:0008134	transcription factor binding
GO:0008135	translation factor activity, RNA binding
GO:0008138	protein tyrosine/serine/threonine phosphatase activity
GO:0008139	nuclear localization sequence binding
GO:0008143	poly(A) binding
GO:0008144	obsolete drug binding
GO:0008146	sulfotransferase activity
GO:0008157	protein phosphatase 1 binding
GO:0008168	methyltransferase activity
GO:0008169	C-methyltransferase activity
GO:0008170	N-methyltransferase activity
GO:0008171	O-methyltransferase activity
GO:0008172	S-methyltransferase activity
GO:0008173	RNA methyltransferase activity
GO:0008174	mRNA methyltransferase activity
GO:0008175	tRNA methyltransferase activity
GO:0008179	adenylate cyclase binding
GO:0008184	glycogen phosphorylase activity
GO:0008186	ATP-dependent activity, acting on RNA
GO:0008187	poly-pyrimidine tract binding
GO:0008192	RNA guanylyltransferase activity
GO:0008194	UDP-glycosyltransferase activity
GO:0008195	phosphatidate phosphatase activity
GO:0008198	ferrous iron binding
GO:0008199	ferric iron binding
GO:0008201	heparin binding
GO:0008233	peptidase activity
GO:0008234	cysteine-type peptidase activity
GO:0008235	metalloexopeptidase activity
GO:0008236	serine-type peptidase activity
GO:0008237	metallopeptidase activity
GO:0008238	exopeptidase activity
GO:0008239	dipeptidyl-peptidase activity
GO:0008240	tripeptidyl-peptidase activity
GO:0008242	omega peptidase activity
GO:0008251	tRNA-specific adenosine deaminase activity
GO:0008252	nucleotidase activity
GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity
GO:0008266	poly(U) RNA binding
GO:0008270	zinc ion binding
GO:0008276	protein methyltransferase activity
GO:0008281	sulfonylurea receptor activity
GO:0008289	lipid binding
GO:0008296	3'-5'-DNA exonuclease activity
GO:0008297	single-stranded DNA exodeoxyribonuclease activity
GO:0008301	DNA binding, bending
GO:0008307	structural constituent of muscle
GO:0008308	voltage-gated monoatomic anion channel activity
GO:0008309	double-stranded DNA exodeoxyribonuclease activity
GO:0008310	single-stranded DNA 3'-5' DNA exonuclease activity
GO:0008312	7S RNA binding
GO:0008318	protein prenyltransferase activity
GO:0008320	protein transmembrane transporter activity
GO:0008324	monoatomic cation transmembrane transporter activity
GO:0008327	methyl-CpG binding
GO:0008330	protein tyrosine/threonine phosphatase activity
GO:0008373	sialyltransferase activity
GO:0008374	O-acyltransferase activity
GO:0008375	acetylglucosaminyltransferase activity
GO:0008378	galactosyltransferase activity
GO:0008381	mechanosensitive monoatomic ion channel activity
GO:0008395	steroid hydroxylase activity
GO:0008398	sterol 14-demethylase activity
GO:0008408	3'-5' exonuclease activity
GO:0008409	5'-3' exonuclease activity
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
GO:0008417	fucosyltransferase activity
GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
GO:0008422	beta-glucosidase activity
GO:0008428	ribonuclease inhibitor activity
GO:0008432	JUN kinase binding
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0008443	phosphofructokinase activity
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
GO:0008446	GDP-mannose 4,6-dehydratase activity
GO:0008453	alanine-glyoxylate transaminase activity
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0008460	dTDP-glucose 4,6-dehydratase activity
GO:0008465	hydroxypyruvate reductase (NADH) activity
GO:0008466	glycogenin glucosyltransferase activity
GO:0008469	histone arginine N-methyltransferase activity
GO:0008470	isovaleryl-CoA dehydrogenase activity
GO:0008474	palmitoyl-(protein) hydrolase activity
GO:0008477	purine nucleosidase activity
GO:0008482	sulfite oxidase activity
GO:0008483	transaminase activity
GO:0008490	arsenite secondary active transmembrane transporter activity
GO:0008494	translation activator activity
GO:0008509	monoatomic anion transmembrane transporter activity
GO:0008511	sodium:potassium:chloride symporter activity
GO:0008514	organic anion transmembrane transporter activity
GO:0008515	sucrose transmembrane transporter activity
GO:0008519	ammonium channel activity
GO:0008525	phosphatidylcholine transporter activity
GO:0008526	phosphatidylinositol transfer activity
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0008553	P-type proton-exporting transporter activity
GO:0008556	P-type potassium transmembrane transporter activity
GO:0008559	ABC-type xenobiotic transporter activity
GO:0008565	obsolete protein transporter activity
GO:0008569	minus-end-directed microtubule motor activity
GO:0008574	plus-end-directed microtubule motor activity
GO:0008641	ubiquitin-like modifier activating enzyme activity
GO:0008649	rRNA methyltransferase activity
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity
GO:0008676	3-deoxy-8-phosphooctulonate synthase activity
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
GO:0008692	3-hydroxybutyryl-CoA epimerase activity
GO:0008705	methionine synthase activity
GO:0008728	GTP diphosphokinase activity
GO:0008732	L-allo-threonine aldolase activity
GO:0008746	obsolete NAD(P)+ transhydrogenase activity
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
GO:0008774	acetaldehyde dehydrogenase (acetylating) activity
GO:0008792	arginine decarboxylase activity
GO:0008794	arsenate reductase (glutaredoxin) activity
GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity
GO:0008800	beta-lactamase activity
GO:0008802	betaine-aldehyde dehydrogenase (NAD+) activity
GO:0008810	cellulase activity
GO:0008821	crossover junction DNA endonuclease activity
GO:0008824	cyanate hydratase activity
GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
GO:0008831	dTDP-4-dehydrorhamnose reductase activity
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0008841	dihydrofolate synthase activity
GO:0008843	endochitinase activity
GO:0008865	fructokinase activity
GO:0008878	glucose-1-phosphate adenylyltransferase activity
GO:0008886	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity
GO:0008887	glycerate kinase activity
GO:0008889	glycerophosphodiester phosphodiesterase activity
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0008902	hydroxymethylpyrimidine kinase activity
GO:0008905	obsolete mannose-phosphate guanylyltransferase activity
GO:0008922	long-chain fatty acid [acyl-carrier-protein] ligase activity
GO:0008930	methylthioadenosine nucleosidase activity
GO:0008936	nicotinamidase activity
GO:0008940	nitrate reductase activity
GO:0008962	phosphatidylglycerophosphatase activity
GO:0008964	phosphoenolpyruvate carboxylase activity
GO:0008970	phospholipase A1 activity
GO:0008972	phosphomethylpyrimidine kinase activity
GO:0008987	quinolinate synthetase A activity
GO:0009001	serine O-acetyltransferase activity
GO:0009008	DNA-methyltransferase activity
GO:0009011	starch synthase activity
GO:0009044	xylan 1,4-beta-xylosidase activity
GO:0009055	electron transfer activity
GO:0009378	four-way junction helicase activity
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity
GO:0009670	triose-phosphate:phosphate antiporter activity
GO:0009671	nitrate:proton symporter activity
GO:0009673	low-affinity phosphate transmembrane transporter activity
GO:0009674	potassium:sodium symporter activity
GO:0009678	diphosphate hydrolysis-driven proton transmembrane transporter activity
GO:0009679	hexose:proton symporter activity
GO:0009702	L-arabinokinase activity
GO:0009703	nitrate reductase (NADH) activity
GO:0009784	transmembrane receptor histidine kinase activity
GO:0009824	AMP dimethylallyltransferase activity
GO:0009881	photoreceptor activity
GO:0009882	blue light photoreceptor activity
GO:0009884	cytokinin receptor activity
GO:0009885	transmembrane histidine kinase cytokinin receptor activity
GO:0009916	alternative oxidase activity
GO:0009917	obsolete sterol 5-alpha reductase activity
GO:0009922	fatty acid elongase activity
GO:0009927	histidine phosphotransfer kinase activity
GO:0009931	calcium-dependent protein serine/threonine kinase activity
GO:0009973	adenylyl-sulfate reductase activity
GO:0009975	cyclase activity
GO:0009977	proton motive force dependent protein transmembrane transporter activity
GO:0009978	allene oxide synthase activity
GO:0009982	pseudouridine synthase activity
GO:0010011	auxin binding
GO:0010013	N-1-naphthylphthalamic acid binding
GO:0010176	homogentisate phytyltransferase activity
GO:0010178	IAA-amino acid conjugate hydrolase activity
GO:0010179	IAA-Ala conjugate hydrolase activity
GO:0010181	FMN binding
GO:0010209	vacuolar sorting signal binding
GO:0010277	chlorophyllide a oxygenase activity
GO:0010279	indole-3-acetic acid amido synthetase activity
GO:0010280	UDP-L-rhamnose synthase activity
GO:0010285	L,L-diaminopimelate aminotransferase activity
GO:0010290	chlorophyll catabolite transmembrane transporter activity
GO:0010293	abscisic aldehyde oxidase activity
GO:0010295	(+)-abscisic acid 8'-hydroxylase activity
GO:0010296	prenylcysteine methylesterase activity
GO:0010301	xanthoxin dehydrogenase (NAD+) activity
GO:0010313	phytochrome binding
GO:0010314	phosphatidylinositol-5-phosphate binding
GO:0010326	methionine-oxo-acid transaminase activity
GO:0010328	auxin influx transmembrane transporter activity
GO:0010329	auxin efflux transmembrane transporter activity
GO:0010331	gibberellin binding
GO:0010333	terpene synthase activity
GO:0010334	sesquiterpene synthase activity
GO:0010340	carboxyl-O-methyltransferase activity
GO:0010354	homogentisate prenyltransferase activity
GO:0010385	double-stranded methylated DNA binding
GO:0010420	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity
GO:0010427	abscisic acid binding
GO:0010428	methyl-CpNpG binding
GO:0010429	methyl-CpNpN binding
GO:0010436	carotenoid dioxygenase activity
GO:0010484	histone H3 acetyltransferase activity
GO:0010485	histone H4 acetyltransferase activity
GO:0010486	manganese:proton antiporter activity
GO:0010487	thermospermine synthase activity
GO:0010488	UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity
GO:0010489	UDP-4-keto-6-deoxy-glucose-3,5-epimerase activity
GO:0010490	UDP-4-keto-rhamnose-4-keto-reductase activity
GO:0010491	UTP:arabinose-1-phosphate uridylyltransferase activity
GO:0010521	telomerase inhibitor activity
GO:0010698	acetyltransferase activator activity
GO:0010857	calcium-dependent protein kinase activity
GO:0010945	coenzyme A diphosphatase activity
GO:0015020	glucuronosyltransferase activity
GO:0015035	protein-disulfide reductase activity
GO:0015036	disulfide oxidoreductase activity
GO:0015038	glutathione disulfide oxidoreductase activity
GO:0015066	alpha-amylase inhibitor activity
GO:0015075	monoatomic ion transmembrane transporter activity
GO:0015078	proton transmembrane transporter activity
GO:0015079	potassium ion transmembrane transporter activity
GO:0015081	sodium ion transmembrane transporter activity
GO:0015083	aluminum ion transmembrane transporter activity
GO:0015085	calcium ion transmembrane transporter activity
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015087	cobalt ion transmembrane transporter activity
GO:0015095	magnesium ion transmembrane transporter activity
GO:0015098	molybdate ion transmembrane transporter activity
GO:0015101	organic cation transmembrane transporter activity
GO:0015103	inorganic anion transmembrane transporter activity
GO:0015105	arsenite transmembrane transporter activity
GO:0015108	chloride transmembrane transporter activity
GO:0015112	nitrate transmembrane transporter activity
GO:0015114	obsolete phosphate ion transmembrane transporter activity
GO:0015116	sulfate transmembrane transporter activity
GO:0015117	thiosulfate transmembrane transporter activity
GO:0015120	phosphoglycerate transmembrane transporter activity
GO:0015121	phosphoenolpyruvate:phosphate antiporter activity
GO:0015131	oxaloacetate transmembrane transporter activity
GO:0015136	sialic acid transmembrane transporter activity
GO:0015139	alpha-ketoglutarate transmembrane transporter activity
GO:0015140	malate transmembrane transporter activity
GO:0015141	succinate transmembrane transporter activity
GO:0015142	tricarboxylic acid transmembrane transporter activity
GO:0015144	carbohydrate transmembrane transporter activity
GO:0015145	monosaccharide transmembrane transporter activity
GO:0015146	pentose transmembrane transporter activity
GO:0015148	D-xylose transmembrane transporter activity
GO:0015149	hexose transmembrane transporter activity
GO:0015152	glucose-6-phosphate transmembrane transporter activity
GO:0015154	disaccharide transmembrane transporter activity
GO:0015157	oligosaccharide transmembrane transporter activity
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity
GO:0015166	polyol transmembrane transporter activity
GO:0015168	glycerol transmembrane transporter activity
GO:0015171	amino acid transmembrane transporter activity
GO:0015172	acidic amino acid transmembrane transporter activity
GO:0015174	basic amino acid transmembrane transporter activity
GO:0015175	neutral L-amino acid transmembrane transporter activity
GO:0015179	L-amino acid transmembrane transporter activity
GO:0015180	L-alanine transmembrane transporter activity
GO:0015183	L-aspartate transmembrane transporter activity
GO:0015184	L-cystine transmembrane transporter activity
GO:0015186	L-glutamine transmembrane transporter activity
GO:0015193	L-proline transmembrane transporter activity
GO:0015194	L-serine transmembrane transporter activity
GO:0015200	methylammonium transmembrane transporter activity
GO:0015203	polyamine transmembrane transporter activity
GO:0015204	urea transmembrane transporter activity
GO:0015205	nucleobase transmembrane transporter activity
GO:0015207	adenine transmembrane transporter activity
GO:0015208	guanine transmembrane transporter activity
GO:0015210	uracil transmembrane transporter activity
GO:0015211	purine nucleoside transmembrane transporter activity
GO:0015215	nucleotide transmembrane transporter activity
GO:0015216	purine nucleotide transmembrane transporter activity
GO:0015217	ADP transmembrane transporter activity
GO:0015220	choline transmembrane transporter activity
GO:0015228	coenzyme A transmembrane transporter activity
GO:0015230	FAD transmembrane transporter activity
GO:0015245	fatty acid transmembrane transporter activity
GO:0015248	obsolete sterol transporter activity
GO:0015250	water channel activity
GO:0015254	glycerol channel activity
GO:0015265	urea channel activity
GO:0015267	channel activity
GO:0015271	outward rectifier potassium channel activity
GO:0015276	ligand-gated monoatomic ion channel activity
GO:0015278	intracellularly gated calcium channel activity
GO:0015288	porin activity
GO:0015291	secondary active transmembrane transporter activity
GO:0015292	uniporter activity
GO:0015293	symporter activity
GO:0015294	solute:monoatomic cation symporter activity
GO:0015295	solute:proton symporter activity
GO:0015296	monoatomic anion:monoatomic cation symporter activity
GO:0015297	antiporter activity
GO:0015298	obsolete solute:monoatomic cation antiporter activity
GO:0015299	obsolete solute:proton antiporter activity
GO:0015301	obsolete anion:anion antiporter activity
GO:0015318	inorganic molecular entity transmembrane transporter activity
GO:0015334	high-affinity oligopeptide transmembrane transporter activity
GO:0015355	secondary active monocarboxylate transmembrane transporter activity
GO:0015367	oxoglutarate:malate antiporter activity
GO:0015368	calcium:monoatomic cation antiporter activity
GO:0015369	calcium:proton antiporter activity
GO:0015370	solute:sodium symporter activity
GO:0015373	monoatomic anion:sodium symporter activity
GO:0015377	chloride:monoatomic cation symporter activity
GO:0015378	sodium:chloride symporter activity
GO:0015379	potassium:chloride symporter activity
GO:0015385	sodium:proton antiporter activity
GO:0015386	potassium:proton antiporter activity
GO:0015398	obsolete high-affinity secondary active ammonium transmembrane transporter activity
GO:0015399	primary active transmembrane transporter activity
GO:0015410	ABC-type manganese transporter activity
GO:0015431	ABC-type glutathione S-conjugate transporter activity
GO:0015440	ABC-type peptide transporter activity
GO:0015446	ATPase-coupled arsenite transmembrane transporter activity
GO:0015450	protein-transporting ATPase activity
GO:0015459	potassium channel regulator activity
GO:0015462	ABC-type protein transporter activity
GO:0015485	cholesterol binding
GO:0015491	obsolete cation:cation antiporter activity
GO:0015513	high-affinity secondary active nitrite transmembrane transporter activity
GO:0015556	C4-dicarboxylate transmembrane transporter activity
GO:0015562	efflux transmembrane transporter activity
GO:0015575	mannitol transmembrane transporter activity
GO:0015576	sorbitol transmembrane transporter activity
GO:0015591	D-ribose transmembrane transporter activity
GO:0015603	iron chelate transmembrane transporter activity
GO:0015605	organophosphate ester transmembrane transporter activity
GO:0015616	DNA translocase activity
GO:0015631	tubulin binding
GO:0015633	ABC-type zinc transporter activity
GO:0015643	toxic substance binding
GO:0015645	fatty acid ligase activity
GO:0015651	quaternary ammonium group transmembrane transporter activity
GO:0015662	P-type ion transporter activity
GO:0015665	alcohol transmembrane transporter activity
GO:0015923	mannosidase activity
GO:0015924	mannosyl-oligosaccharide mannosidase activity
GO:0015925	galactosidase activity
GO:0015926	glucosidase activity
GO:0015927	trehalase activity
GO:0015928	fucosidase activity
GO:0015929	hexosaminidase activity
GO:0015930	glutamate synthase activity
GO:0015932	nucleobase-containing compound transmembrane transporter activity
GO:0016018	cyclosporin A binding
GO:0016034	maleylacetoacetate isomerase activity
GO:0016040	glutamate synthase (NADH) activity
GO:0016041	glutamate synthase (ferredoxin) activity
GO:0016149	translation release factor activity, codon specific
GO:0016151	nickel cation binding
GO:0016157	sucrose synthase activity
GO:0016160	amylase activity
GO:0016161	beta-amylase activity
GO:0016165	linoleate 13S-lipoxygenase activity
GO:0016166	phytoene dehydrogenase activity
GO:0016168	chlorophyll binding
GO:0016174	NAD(P)H oxidase H2O2-forming activity
GO:0016207	4-coumarate-CoA ligase activity
GO:0016208	AMP binding
GO:0016209	antioxidant activity
GO:0016210	naringenin-chalcone synthase activity
GO:0016211	ammonia ligase activity
GO:0016212	kynurenine-oxoglutarate transaminase activity
GO:0016229	steroid dehydrogenase activity
GO:0016231	beta-N-acetylglucosaminidase activity
GO:0016247	channel regulator activity
GO:0016262	protein N-acetylglucosaminyltransferase activity
GO:0016273	arginine N-methyltransferase activity
GO:0016274	protein-arginine N-methyltransferase activity
GO:0016278	lysine N-methyltransferase activity
GO:0016279	protein-lysine N-methyltransferase activity
GO:0016289	acyl-CoA hydrolase activity
GO:0016290	obsolete palmitoyl-CoA hydrolase activity
GO:0016297	fatty acyl-[ACP] hydrolase activity
GO:0016298	lipase activity
GO:0016300	tRNA (uridine) methyltransferase activity
GO:0016301	kinase activity
GO:0016303	1-phosphatidylinositol-3-kinase activity
GO:0016307	obsolete phosphatidylinositol phosphate kinase activity
GO:0016405	CoA-ligase activity
GO:0016407	acetyltransferase activity
GO:0016408	C-acyltransferase activity
GO:0016409	palmitoyltransferase activity
GO:0016410	N-acyltransferase activity
GO:0016411	acylglycerol O-acyltransferase activity
GO:0016412	serine O-acyltransferase activity
GO:0016413	O-acetyltransferase activity
GO:0016417	S-acyltransferase activity
GO:0016420	malonyltransferase activity
GO:0016421	CoA carboxylase activity
GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
GO:0016423	tRNA (guanine) methyltransferase activity
GO:0016434	rRNA (cytosine) methyltransferase activity
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0016436	rRNA (uridine) methyltransferase activity
GO:0016453	C-acetyltransferase activity
GO:0016454	C-palmitoyltransferase activity
GO:0016462	pyrophosphatase activity
GO:0016491	oxidoreductase activity
GO:0016504	peptidase activator activity
GO:0016505	peptidase activator activity involved in apoptotic process
GO:0016530	metallochaperone activity
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity
GO:0016597	amino acid binding
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
GO:0016615	malate dehydrogenase activity
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016618	hydroxypyruvate reductase [NAD(P)H] activity
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0016621	cinnamoyl-CoA reductase activity
GO:0016623	oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0016629	12-oxophytodienoate reductase activity
GO:0016631	enoyl-[acyl-carrier-protein] reductase activity (NAD(P)H)
GO:0016632	oxidoreductase activity, acting on the CH-CH group of donors, cytochrome as acceptor
GO:0016633	galactonolactone dehydrogenase activity
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0016643	oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
GO:0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
GO:0016649	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor
GO:0016651	oxidoreductase activity, acting on NAD(P)H
GO:0016652	oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0016656	monodehydroascorbate reductase (NADH) activity
GO:0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016672	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016681	obsolete oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor
GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
GO:0016688	L-ascorbate peroxidase activity
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016703	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	2-oxoglutarate-dependent dioxygenase activity
GO:0016707	gibberellin 3-beta-dioxygenase activity
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016710	trans-cinnamate 4-monooxygenase activity
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor
GO:0016722	oxidoreductase activity, acting on metal ions
GO:0016723	oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor
GO:0016724	oxidoreductase activity, acting on metal ions, oxygen as acceptor
GO:0016725	oxidoreductase activity, acting on CH or CH2 groups
GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0016731	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor
GO:0016740	transferase activity
GO:0016741	transferase activity, transferring one-carbon groups
GO:0016742	hydroxymethyl-, formyl- and related transferase activity
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0016744	transketolase or transaldolase activity
GO:0016746	acyltransferase activity
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups
GO:0016748	succinyltransferase activity
GO:0016751	S-succinyltransferase activity
GO:0016752	sinapoyltransferase activity
GO:0016755	aminoacyltransferase activity
GO:0016756	glutathione gamma-glutamylcysteinyltransferase activity
GO:0016757	glycosyltransferase activity
GO:0016758	hexosyltransferase activity
GO:0016759	cellulose synthase activity
GO:0016760	cellulose synthase (UDP-forming) activity
GO:0016762	xyloglucan:xyloglucosyl transferase activity
GO:0016763	pentosyltransferase activity
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016768	spermine synthase activity
GO:0016769	transferase activity, transferring nitrogenous groups
GO:0016772	transferase activity, transferring phosphorus-containing groups
GO:0016773	phosphotransferase activity, alcohol group as acceptor
GO:0016774	phosphotransferase activity, carboxyl group as acceptor
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor
GO:0016776	phosphotransferase activity, phosphate group as acceptor
GO:0016778	diphosphotransferase activity
GO:0016779	nucleotidyltransferase activity
GO:0016780	phosphotransferase activity, for other substituted phosphate groups
GO:0016781	phosphotransferase activity, paired acceptors
GO:0016782	transferase activity, transferring sulphur-containing groups
GO:0016783	sulfurtransferase activity
GO:0016784	3-mercaptopyruvate sulfurtransferase activity
GO:0016787	hydrolase activity
GO:0016788	hydrolase activity, acting on ester bonds
GO:0016790	thiolester hydrolase activity
GO:0016791	phosphatase activity
GO:0016794	diphosphoric monoester hydrolase activity
GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
GO:0016798	hydrolase activity, acting on glycosyl bonds
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0016801	hydrolase activity, acting on ether bonds
GO:0016803	ether hydrolase activity
GO:0016805	dipeptidase activity
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
GO:0016817	hydrolase activity, acting on acid anhydrides
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016819	hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides
GO:0016822	hydrolase activity, acting on acid carbon-carbon bonds
GO:0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances
GO:0016829	lyase activity
GO:0016830	carbon-carbon lyase activity
GO:0016831	carboxy-lyase activity
GO:0016832	aldehyde-lyase activity
GO:0016833	oxo-acid-lyase activity
GO:0016835	carbon-oxygen lyase activity
GO:0016836	hydro-lyase activity
GO:0016837	carbon-oxygen lyase activity, acting on polysaccharides
GO:0016838	carbon-oxygen lyase activity, acting on phosphates
GO:0016840	carbon-nitrogen lyase activity
GO:0016841	ammonia-lyase activity
GO:0016842	amidine-lyase activity
GO:0016846	carbon-sulfur lyase activity
GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity
GO:0016849	phosphorus-oxygen lyase activity
GO:0016851	magnesium chelatase activity
GO:0016853	isomerase activity
GO:0016854	racemase and epimerase activity
GO:0016856	racemase and epimerase activity, acting on hydroxy acids and derivatives
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0016859	cis-trans isomerase activity
GO:0016860	intramolecular oxidoreductase activity
GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses
GO:0016862	intramolecular oxidoreductase activity, interconverting keto- and enol-groups
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds
GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds
GO:0016866	intramolecular transferase activity
GO:0016868	intramolecular phosphotransferase activity
GO:0016871	cycloartenol synthase activity
GO:0016872	intramolecular lyase activity
GO:0016874	ligase activity
GO:0016875	ligase activity, forming carbon-oxygen bonds
GO:0016877	ligase activity, forming carbon-sulfur bonds
GO:0016878	acid-thiol ligase activity
