term	gene
ko04131	TRINITY_DN4541_c0_g1
ko03021	TRINITY_DN4546_c0_g1
ko04814	TRINITY_DN4563_c3_g1
ko04812	TRINITY_DN4563_c3_g1
ko00195	TRINITY_DN4563_c6_g1
ko00194	TRINITY_DN4563_c6_g1
ko00940	TRINITY_DN27145_c0_g1
ko00940	TRINITY_DN27145_c0_g1
ko03000	TRINITY_DN27199_c0_g1
ko04121	TRINITY_DN27199_c0_g1
ko03000	TRINITY_DN27199_c0_g1
ko04121	TRINITY_DN27199_c0_g1
ko00062	TRINITY_DN27149_c0_g1
ko04626	TRINITY_DN27149_c0_g1
ko03021	TRINITY_DN27126_c0_g1
ko01002	TRINITY_DN16664_c0_g1
ko04121	TRINITY_DN16664_c0_g1
ko01002	TRINITY_DN16664_c0_g1
ko04121	TRINITY_DN16664_c0_g1
ko01002	TRINITY_DN16664_c0_g1
ko04121	TRINITY_DN16664_c0_g1
ko01002	TRINITY_DN16664_c0_g1
ko04121	TRINITY_DN16664_c0_g1
ko01002	TRINITY_DN16664_c0_g1
ko04121	TRINITY_DN16664_c0_g1
ko03083	TRINITY_DN16683_c1_g1
ko04068	TRINITY_DN16683_c1_g1
ko01002	TRINITY_DN16683_c1_g1
ko04121	TRINITY_DN16683_c1_g1
ko04010	TRINITY_DN16666_c0_g1
ko04064	TRINITY_DN16666_c0_g1
ko04620	TRINITY_DN16666_c0_g1
ko04624	TRINITY_DN16666_c0_g1
ko04621	TRINITY_DN16666_c0_g1
ko04722	TRINITY_DN16666_c0_g1
ko01001	TRINITY_DN16666_c0_g1
ko04010	TRINITY_DN16666_c0_g1
ko04064	TRINITY_DN16666_c0_g1
ko04620	TRINITY_DN16666_c0_g1
ko04624	TRINITY_DN16666_c0_g1
ko04621	TRINITY_DN16666_c0_g1
ko04722	TRINITY_DN16666_c0_g1
ko01001	TRINITY_DN16666_c0_g1
ko04010	TRINITY_DN16666_c0_g1
ko04064	TRINITY_DN16666_c0_g1
ko04620	TRINITY_DN16666_c0_g1
ko04624	TRINITY_DN16666_c0_g1
ko04621	TRINITY_DN16666_c0_g1
ko04722	TRINITY_DN16666_c0_g1
ko01001	TRINITY_DN16666_c0_g1
ko04010	TRINITY_DN16666_c0_g1
ko04064	TRINITY_DN16666_c0_g1
ko04620	TRINITY_DN16666_c0_g1
ko04624	TRINITY_DN16666_c0_g1
ko04621	TRINITY_DN16666_c0_g1
ko04722	TRINITY_DN16666_c0_g1
ko01001	TRINITY_DN16666_c0_g1
ko03016	TRINITY_DN16641_c0_g1
ko03010	TRINITY_DN16631_c0_g1
ko03011	TRINITY_DN16631_c0_g1
ko03010	TRINITY_DN16631_c0_g1
ko03011	TRINITY_DN16631_c0_g1
ko03010	TRINITY_DN16631_c0_g1
ko03011	TRINITY_DN16631_c0_g1
ko03010	TRINITY_DN16631_c0_g1
ko03011	TRINITY_DN16631_c0_g1
ko03010	TRINITY_DN16631_c0_g1
ko03011	TRINITY_DN16631_c0_g1
ko01002	TRINITY_DN16678_c0_g1
ko04121	TRINITY_DN16678_c0_g1
ko01002	TRINITY_DN16678_c0_g1
ko04121	TRINITY_DN16678_c0_g1
ko03040	TRINITY_DN16678_c0_g1
ko04120	TRINITY_DN16678_c0_g1
ko03041	TRINITY_DN16678_c0_g1
ko04121	TRINITY_DN16678_c0_g1
ko03400	TRINITY_DN16678_c0_g1
ko03060	TRINITY_DN16643_c0_g1
ko03070	TRINITY_DN16643_c0_g1
ko02024	TRINITY_DN16643_c0_g1
ko03029	TRINITY_DN16643_c0_g1
ko02044	TRINITY_DN16643_c0_g1
ko03040	TRINITY_DN35255_c0_g2
ko04139	TRINITY_DN35255_c0_g2
ko03019	TRINITY_DN35255_c0_g2
ko03041	TRINITY_DN35255_c0_g2
ko03032	TRINITY_DN35255_c0_g2
ko02010	TRINITY_DN77532_c0_g2
ko02000	TRINITY_DN77532_c0_g2
ko04075	TRINITY_DN57559_c0_g1
ko04121	TRINITY_DN57559_c0_g1
ko00500	TRINITY_DN57570_c0_g1
ko00051	TRINITY_DN57558_c0_g1
ko00500	TRINITY_DN57558_c0_g1
ko00230	TRINITY_DN57558_c0_g1
ko00051	TRINITY_DN57558_c0_g1
ko00500	TRINITY_DN57558_c0_g1
ko00230	TRINITY_DN57558_c0_g1
ko00051	TRINITY_DN57558_c0_g1
ko00500	TRINITY_DN57558_c0_g1
ko00230	TRINITY_DN57558_c0_g1
ko04010	TRINITY_DN57584_c2_g1
ko04064	TRINITY_DN57584_c2_g1
ko04620	TRINITY_DN57584_c2_g1
ko04624	TRINITY_DN57584_c2_g1
ko04621	TRINITY_DN57584_c2_g1
ko04722	TRINITY_DN57584_c2_g1
ko01001	TRINITY_DN57584_c2_g1
ko03041	TRINITY_DN66671_c1_g1
ko02010	TRINITY_DN1441_c0_g1
ko04976	TRINITY_DN1441_c0_g1
ko02000	TRINITY_DN1441_c0_g1
ko04147	TRINITY_DN1441_c0_g1
ko04090	TRINITY_DN1441_c0_g1
ko02010	TRINITY_DN1441_c0_g1
ko04976	TRINITY_DN1441_c0_g1
ko02000	TRINITY_DN1441_c0_g1
ko04147	TRINITY_DN1441_c0_g1
ko04090	TRINITY_DN1441_c0_g1
ko02010	TRINITY_DN1441_c0_g1
ko04976	TRINITY_DN1441_c0_g1
ko02000	TRINITY_DN1441_c0_g1
ko04147	TRINITY_DN1441_c0_g1
ko04090	TRINITY_DN1441_c0_g1
ko00240	TRINITY_DN1441_c1_g1
ko00240	TRINITY_DN1441_c1_g1
ko00240	TRINITY_DN1441_c2_g1
ko04121	TRINITY_DN1492_c0_g1
ko04121	TRINITY_DN1492_c0_g1
ko00190	TRINITY_DN1404_c0_g1
ko04145	TRINITY_DN1404_c0_g1
ko04142	TRINITY_DN1404_c0_g1
ko04966	TRINITY_DN1404_c0_g1
ko04721	TRINITY_DN1404_c0_g1
ko00190	TRINITY_DN1404_c0_g1
ko04145	TRINITY_DN1404_c0_g1
ko04142	TRINITY_DN1404_c0_g1
ko04966	TRINITY_DN1404_c0_g1
ko04721	TRINITY_DN1404_c0_g1
ko04137	TRINITY_DN1443_c0_g1
ko03029	TRINITY_DN1443_c0_g1
ko02000	TRINITY_DN1443_c0_g1
ko01002	TRINITY_DN1443_c0_g1
ko04121	TRINITY_DN1443_c0_g1
ko00860	TRINITY_DN1473_c0_g1
ko01007	TRINITY_DN1473_c0_g1
ko00860	TRINITY_DN1473_c0_g1
ko01007	TRINITY_DN1473_c0_g1
ko00500	TRINITY_DN1473_c1_g1
ko01003	TRINITY_DN1473_c1_g1
ko04726	TRINITY_DN1464_c0_g1
ko00199	TRINITY_DN1464_c0_g1
ko00908	TRINITY_DN1464_c0_g1
ko00199	TRINITY_DN1464_c0_g1
ko00199	TRINITY_DN1464_c0_g1
ko03041	TRINITY_DN1475_c1_g1
ko03041	TRINITY_DN1475_c1_g1
ko03041	TRINITY_DN1475_c1_g1
ko04141	TRINITY_DN1435_c0_g2
ko04131	TRINITY_DN1435_c0_g2
ko03051	TRINITY_DN1435_c0_g2
ko04110	TRINITY_DN1449_c0_g2
ko04111	TRINITY_DN1449_c0_g2
ko04113	TRINITY_DN1449_c0_g2
ko04114	TRINITY_DN1449_c0_g2
ko04914	TRINITY_DN1449_c0_g2
ko03036	TRINITY_DN1449_c0_g2
ko00195	TRINITY_DN1416_c5_g1
ko00194	TRINITY_DN1416_c5_g1
ko00195	TRINITY_DN1416_c5_g1
ko00194	TRINITY_DN1416_c5_g1
ko00010	TRINITY_DN1433_c2_g1
ko00030	TRINITY_DN1433_c2_g1
ko00051	TRINITY_DN1433_c2_g1
ko00052	TRINITY_DN1433_c2_g1
ko00680	TRINITY_DN1433_c2_g1
ko03018	TRINITY_DN1433_c2_g1
ko04066	TRINITY_DN1433_c2_g1
ko04152	TRINITY_DN1433_c2_g1
ko04922	TRINITY_DN1433_c2_g1
ko04919	TRINITY_DN1433_c2_g1
ko01009	TRINITY_DN1433_c2_g1
ko03019	TRINITY_DN1433_c2_g1
ko00010	TRINITY_DN1433_c2_g1
ko00030	TRINITY_DN1433_c2_g1
ko00051	TRINITY_DN1433_c2_g1
ko00052	TRINITY_DN1433_c2_g1
ko00680	TRINITY_DN1433_c2_g1
ko03018	TRINITY_DN1433_c2_g1
ko04066	TRINITY_DN1433_c2_g1
ko04152	TRINITY_DN1433_c2_g1
ko04922	TRINITY_DN1433_c2_g1
ko04919	TRINITY_DN1433_c2_g1
ko01009	TRINITY_DN1433_c2_g1
ko03019	TRINITY_DN1433_c2_g1
ko04010	TRINITY_DN1440_c8_g1
ko04064	TRINITY_DN1440_c8_g1
ko04620	TRINITY_DN1440_c8_g1
ko04624	TRINITY_DN1440_c8_g1
ko04621	TRINITY_DN1440_c8_g1
ko04722	TRINITY_DN1440_c8_g1
ko01001	TRINITY_DN1440_c8_g1
ko02010	TRINITY_DN1439_c0_g1
ko04071	TRINITY_DN1439_c0_g1
ko04977	TRINITY_DN1439_c0_g1
ko02000	TRINITY_DN1439_c0_g1
ko02010	TRINITY_DN1439_c0_g1
ko04976	TRINITY_DN1439_c0_g1
ko02000	TRINITY_DN1439_c0_g1
ko02010	TRINITY_DN1439_c0_g1
ko04071	TRINITY_DN1439_c0_g1
ko04977	TRINITY_DN1439_c0_g1
ko02000	TRINITY_DN1439_c0_g1
ko02010	TRINITY_DN1439_c0_g1
ko04976	TRINITY_DN1439_c0_g1
ko02000	TRINITY_DN1439_c0_g1
ko03008	TRINITY_DN1478_c0_g3
ko03009	TRINITY_DN1478_c0_g3
ko03008	TRINITY_DN1478_c0_g3
ko03009	TRINITY_DN1478_c0_g3
ko04145	TRINITY_DN1430_c1_g1
ko04540	TRINITY_DN1430_c1_g1
ko04814	TRINITY_DN1430_c1_g1
ko03036	TRINITY_DN1430_c1_g1
ko04812	TRINITY_DN1430_c1_g1
ko04147	TRINITY_DN1430_c1_g1
ko02000	TRINITY_DN1419_c0_g1
ko04068	TRINITY_DN1417_c0_g1
ko04922	TRINITY_DN1417_c0_g1
ko03036	TRINITY_DN1417_c0_g1
ko03050	TRINITY_DN1417_c0_g1
ko01002	TRINITY_DN1417_c0_g1
ko03051	TRINITY_DN1417_c0_g1
ko04068	TRINITY_DN1417_c0_g1
ko04922	TRINITY_DN1417_c0_g1
ko03036	TRINITY_DN1417_c0_g1
ko04068	TRINITY_DN1417_c0_g1
ko04922	TRINITY_DN1417_c0_g1
ko03036	TRINITY_DN1417_c0_g1
ko04068	TRINITY_DN1417_c0_g1
ko04922	TRINITY_DN1417_c0_g1
ko03036	TRINITY_DN1417_c0_g1
ko04068	TRINITY_DN1417_c0_g1
ko04922	TRINITY_DN1417_c0_g1
ko03036	TRINITY_DN1417_c0_g1
ko04714	TRINITY_DN1417_c0_g2
ko03036	TRINITY_DN1417_c0_g2
ko02000	TRINITY_DN1417_c0_g2
ko03460	TRINITY_DN1431_c0_g1
ko03400	TRINITY_DN1431_c0_g1
ko04014	TRINITY_DN1431_c0_g1
ko00531	TRINITY_DN1482_c0_g1
ko00536	TRINITY_DN1482_c0_g1
ko00531	TRINITY_DN1482_c0_g1
ko00536	TRINITY_DN1482_c0_g1
ko00531	TRINITY_DN1482_c0_g2
ko00536	TRINITY_DN1482_c0_g2
ko04011	TRINITY_DN1497_c0_g1
ko03021	TRINITY_DN1497_c0_g1
ko04011	TRINITY_DN1497_c0_g1
ko03021	TRINITY_DN1497_c0_g1
ko04131	TRINITY_DN1459_c0_g1
ko04131	TRINITY_DN1459_c0_g1
ko00909	TRINITY_DN1493_c2_g1
ko00909	TRINITY_DN1493_c4_g1
ko03013	TRINITY_DN1427_c0_g2
ko03015	TRINITY_DN1427_c0_g2
ko03019	TRINITY_DN1427_c0_g2
ko03041	TRINITY_DN1427_c0_g2
ko03013	TRINITY_DN1427_c0_g2
ko03015	TRINITY_DN1427_c0_g2
ko03019	TRINITY_DN1427_c0_g2
ko03041	TRINITY_DN1427_c0_g2
ko00051	TRINITY_DN1486_c0_g1
ko00051	TRINITY_DN1486_c0_g1
ko00051	TRINITY_DN1486_c0_g1
ko02000	TRINITY_DN1472_c0_g1
ko02000	TRINITY_DN1472_c0_g1
ko03029	TRINITY_DN1490_c5_g1
ko04068	TRINITY_DN1470_c0_g1
ko04151	TRINITY_DN1470_c0_g1
ko04110	TRINITY_DN1470_c0_g1
ko04114	TRINITY_DN1470_c0_g1
ko04115	TRINITY_DN1470_c0_g1
ko04218	TRINITY_DN1470_c0_g1
ko04914	TRINITY_DN1470_c0_g1
ko01001	TRINITY_DN1470_c0_g1
ko03032	TRINITY_DN1470_c0_g1
ko03036	TRINITY_DN1470_c0_g1
ko01001	TRINITY_DN1470_c0_g1
ko03041	TRINITY_DN1470_c0_g1
ko03012	TRINITY_DN1434_c1_g1
ko03029	TRINITY_DN1434_c1_g1
ko04613	TRINITY_DN1496_c0_g1
ko03036	TRINITY_DN1496_c0_g1
ko04147	TRINITY_DN1496_c0_g1
ko04613	TRINITY_DN1496_c0_g1
ko03036	TRINITY_DN1496_c0_g1
ko04147	TRINITY_DN1496_c0_g1
ko04613	TRINITY_DN1496_c0_g1
ko03036	TRINITY_DN1496_c0_g1
ko04147	TRINITY_DN1496_c0_g1
ko04613	TRINITY_DN1496_c0_g1
ko03036	TRINITY_DN1496_c0_g1
ko04613	TRINITY_DN1496_c0_g2
ko03036	TRINITY_DN1496_c0_g2
ko04147	TRINITY_DN1496_c0_g2
ko04613	TRINITY_DN1496_c0_g2
ko03036	TRINITY_DN1496_c0_g2
ko04147	TRINITY_DN1496_c0_g2
ko03040	TRINITY_DN1411_c2_g1
ko03041	TRINITY_DN1411_c2_g1
ko03040	TRINITY_DN1411_c2_g1
ko03041	TRINITY_DN1411_c2_g1
ko03040	TRINITY_DN1411_c2_g1
ko03041	TRINITY_DN1411_c2_g1
ko01003	TRINITY_DN1411_c36_g1
ko00061	TRINITY_DN1407_c1_g1
ko00280	TRINITY_DN1407_c1_g1
ko00061	TRINITY_DN1407_c1_g1
ko00280	TRINITY_DN1407_c1_g1
ko03022	TRINITY_DN1442_c1_g1
ko01001	TRINITY_DN1442_c1_g1
ko03021	TRINITY_DN1442_c1_g1
ko03036	TRINITY_DN1442_c1_g1
ko04120	TRINITY_DN1426_c0_g1
ko04115	TRINITY_DN1426_c0_g1
ko04712	TRINITY_DN1426_c0_g1
ko04121	TRINITY_DN1426_c0_g1
ko04120	TRINITY_DN1426_c0_g1
ko04115	TRINITY_DN1426_c0_g1
ko04712	TRINITY_DN1426_c0_g1
ko04121	TRINITY_DN1426_c0_g1
ko04120	TRINITY_DN1426_c0_g1
ko04115	TRINITY_DN1426_c0_g1
ko04712	TRINITY_DN1426_c0_g1
ko04121	TRINITY_DN1426_c0_g1
ko04010	TRINITY_DN54618_c0_g1
ko04064	TRINITY_DN54618_c0_g1
ko04620	TRINITY_DN54618_c0_g1
ko04624	TRINITY_DN54618_c0_g1
ko04621	TRINITY_DN54618_c0_g1
ko04722	TRINITY_DN54618_c0_g1
ko01001	TRINITY_DN54618_c0_g1
ko03032	TRINITY_DN35823_c0_g1
ko03400	TRINITY_DN35823_c0_g1
ko04010	TRINITY_DN35823_c3_g1
ko04064	TRINITY_DN35823_c3_g1
ko04620	TRINITY_DN35823_c3_g1
ko04624	TRINITY_DN35823_c3_g1
ko04722	TRINITY_DN35823_c3_g1
ko01001	TRINITY_DN35823_c3_g1
ko04040	TRINITY_DN35767_c0_g1
ko00900	TRINITY_DN35819_c0_g1
ko04152	TRINITY_DN35819_c0_g1
ko04976	TRINITY_DN35819_c0_g1
ko04626	TRINITY_DN6550_c0_g1
ko03036	TRINITY_DN6550_c0_g1
ko03037	TRINITY_DN6550_c0_g1
ko04626	TRINITY_DN6550_c0_g2
ko03036	TRINITY_DN6550_c0_g2
ko03037	TRINITY_DN6550_c0_g2
ko01009	TRINITY_DN6528_c0_g1
ko03036	TRINITY_DN6528_c0_g1
ko01009	TRINITY_DN6528_c0_g1
ko03036	TRINITY_DN6528_c0_g1
ko03110	TRINITY_DN6577_c0_g1
ko00190	TRINITY_DN6539_c0_g1
ko04150	TRINITY_DN6539_c0_g1
ko04145	TRINITY_DN6539_c0_g1
ko04966	TRINITY_DN6539_c0_g1
ko04721	TRINITY_DN6539_c0_g1
ko00380	TRINITY_DN6539_c0_g1
ko00520	TRINITY_DN6584_c0_g1
ko00520	TRINITY_DN6584_c0_g1
ko00520	TRINITY_DN6584_c0_g1
ko04131	TRINITY_DN6524_c3_g1
ko04131	TRINITY_DN6524_c3_g1
ko04131	TRINITY_DN6524_c3_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko03022	TRINITY_DN6557_c0_g1
ko03000	TRINITY_DN6557_c0_g1
ko03021	TRINITY_DN6557_c0_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko00500	TRINITY_DN6557_c0_g1
ko01003	TRINITY_DN6557_c0_g1
ko04371	TRINITY_DN6507_c0_g1
ko04068	TRINITY_DN6507_c0_g1
ko04151	TRINITY_DN6507_c0_g1
ko04152	TRINITY_DN6507_c0_g1
ko04150	TRINITY_DN6507_c0_g1
ko04140	TRINITY_DN6507_c0_g1
ko04530	TRINITY_DN6507_c0_g1
ko04910	TRINITY_DN6507_c0_g1
ko04922	TRINITY_DN6507_c0_g1
ko04920	TRINITY_DN6507_c0_g1
ko04921	TRINITY_DN6507_c0_g1
ko04361	TRINITY_DN6507_c0_g1
ko04211	TRINITY_DN6507_c0_g1
ko04213	TRINITY_DN6507_c0_g1
ko04710	TRINITY_DN6507_c0_g1
ko04714	TRINITY_DN6507_c0_g1
ko01001	TRINITY_DN6507_c0_g1
ko04131	TRINITY_DN6507_c0_g1
ko03029	TRINITY_DN6507_c0_g1
ko04371	TRINITY_DN6507_c0_g1
ko04068	TRINITY_DN6507_c0_g1
ko04151	TRINITY_DN6507_c0_g1
ko04152	TRINITY_DN6507_c0_g1
ko04150	TRINITY_DN6507_c0_g1
ko04140	TRINITY_DN6507_c0_g1
ko04530	TRINITY_DN6507_c0_g1
ko04910	TRINITY_DN6507_c0_g1
ko04922	TRINITY_DN6507_c0_g1
ko04920	TRINITY_DN6507_c0_g1
ko04921	TRINITY_DN6507_c0_g1
ko04361	TRINITY_DN6507_c0_g1
ko04211	TRINITY_DN6507_c0_g1
ko04213	TRINITY_DN6507_c0_g1
ko04710	TRINITY_DN6507_c0_g1
ko04714	TRINITY_DN6507_c0_g1
ko01001	TRINITY_DN6507_c0_g1
ko04131	TRINITY_DN6507_c0_g1
ko03029	TRINITY_DN6507_c0_g1
ko04550	TRINITY_DN6564_c0_g1
ko03000	TRINITY_DN6564_c0_g1
ko04112	TRINITY_DN6514_c0_g1
ko03036	TRINITY_DN6514_c0_g1
ko04812	TRINITY_DN6514_c0_g1
ko02048	TRINITY_DN6514_c0_g1
ko04121	TRINITY_DN6514_c0_g1
ko04112	TRINITY_DN6514_c0_g1
ko03036	TRINITY_DN6514_c0_g1
ko04812	TRINITY_DN6514_c0_g1
ko02048	TRINITY_DN6514_c0_g1
ko04121	TRINITY_DN6514_c0_g1
ko04112	TRINITY_DN6514_c0_g1
ko03036	TRINITY_DN6514_c0_g1
ko04812	TRINITY_DN6514_c0_g1
ko02048	TRINITY_DN6514_c0_g1
ko04121	TRINITY_DN6514_c0_g1
ko03000	TRINITY_DN6544_c0_g3
ko01002	TRINITY_DN6546_c1_g1
ko00537	TRINITY_DN6546_c1_g1
ko01002	TRINITY_DN6546_c1_g1
ko00537	TRINITY_DN6546_c1_g1
ko01002	TRINITY_DN6546_c1_g1
ko00537	TRINITY_DN6546_c1_g1
ko04144	TRINITY_DN6553_c0_g1
ko04961	TRINITY_DN6553_c0_g1
ko04721	TRINITY_DN6553_c0_g1
ko04131	TRINITY_DN6553_c0_g1
ko04144	TRINITY_DN6553_c0_g1
ko04961	TRINITY_DN6553_c0_g1
ko04721	TRINITY_DN6553_c0_g1
ko04131	TRINITY_DN6553_c0_g1
ko04144	TRINITY_DN6553_c0_g1
ko04961	TRINITY_DN6553_c0_g1
ko04721	TRINITY_DN6553_c0_g1
ko04131	TRINITY_DN6553_c0_g1
ko04144	TRINITY_DN6553_c0_g1
ko04961	TRINITY_DN6553_c0_g1
ko04721	TRINITY_DN6553_c0_g1
ko04131	TRINITY_DN6553_c0_g1
ko03009	TRINITY_DN6533_c0_g1
ko03036	TRINITY_DN6533_c0_g1
ko01002	TRINITY_DN6555_c0_g4
ko04121	TRINITY_DN6555_c0_g4
ko01002	TRINITY_DN6555_c0_g7
ko04121	TRINITY_DN6555_c0_g7
ko03016	TRINITY_DN6543_c1_g2
ko00500	TRINITY_DN6510_c0_g1
ko01002	TRINITY_DN6510_c0_g2
ko00500	TRINITY_DN6510_c1_g2
ko03082	TRINITY_DN6517_c0_g1
ko03021	TRINITY_DN6517_c0_g1
ko03036	TRINITY_DN6517_c0_g1
ko04623	TRINITY_DN6579_c1_g1
ko03019	TRINITY_DN6579_c1_g1
ko04147	TRINITY_DN6579_c1_g1
ko03420	TRINITY_DN6506_c0_g1
ko03036	TRINITY_DN6506_c0_g1
ko03400	TRINITY_DN6506_c0_g1
ko04040	TRINITY_DN6502_c0_g1
ko04141	TRINITY_DN10738_c0_g1
ko04120	TRINITY_DN10738_c0_g1
ko03083	TRINITY_DN10738_c0_g1
ko04310	TRINITY_DN10738_c0_g1
ko04341	TRINITY_DN10738_c0_g1
ko04350	TRINITY_DN10738_c0_g1
ko04110	TRINITY_DN10738_c0_g1
ko04111	TRINITY_DN10738_c0_g1
ko04114	TRINITY_DN10738_c0_g1
ko04710	TRINITY_DN10738_c0_g1
ko04131	TRINITY_DN10738_c0_g1
ko04121	TRINITY_DN10738_c0_g1
ko03036	TRINITY_DN10738_c0_g1
ko04714	TRINITY_DN10793_c0_g1
ko03036	TRINITY_DN10793_c0_g1
ko03040	TRINITY_DN10784_c1_g1
ko04141	TRINITY_DN10784_c1_g1
ko04010	TRINITY_DN10784_c1_g1
ko04144	TRINITY_DN10784_c1_g1
ko04612	TRINITY_DN10784_c1_g1
ko04915	TRINITY_DN10784_c1_g1
ko04213	TRINITY_DN10784_c1_g1
ko01009	TRINITY_DN10784_c1_g1
ko03041	TRINITY_DN10784_c1_g1
ko03009	TRINITY_DN10784_c1_g1
ko03110	TRINITY_DN10784_c1_g1
ko04131	TRINITY_DN10784_c1_g1
ko03051	TRINITY_DN10784_c1_g1
ko03029	TRINITY_DN10784_c1_g1
ko04147	TRINITY_DN10784_c1_g1
ko04626	TRINITY_DN10740_c0_g1
ko04040	TRINITY_DN10740_c0_g1
ko00040	TRINITY_DN10727_c1_g1
ko00053	TRINITY_DN10727_c1_g1
ko00520	TRINITY_DN10727_c1_g1
ko00541	TRINITY_DN10727_c1_g1
ko00480	TRINITY_DN10701_c0_g1
ko04918	TRINITY_DN10701_c0_g1
ko04141	TRINITY_DN10748_c0_g1
ko04151	TRINITY_DN10748_c0_g1
ko04217	TRINITY_DN10748_c0_g1
ko04621	TRINITY_DN10748_c0_g1
ko04612	TRINITY_DN10748_c0_g1
ko04659	TRINITY_DN10748_c0_g1
ko04657	TRINITY_DN10748_c0_g1
ko04915	TRINITY_DN10748_c0_g1
ko04914	TRINITY_DN10748_c0_g1
ko04626	TRINITY_DN10748_c0_g1
ko01009	TRINITY_DN10748_c0_g1
ko03110	TRINITY_DN10748_c0_g1
ko04131	TRINITY_DN10748_c0_g1
ko03051	TRINITY_DN10748_c0_g1
ko03029	TRINITY_DN10748_c0_g1
ko04147	TRINITY_DN10748_c0_g1
ko04141	TRINITY_DN10748_c0_g1
ko04151	TRINITY_DN10748_c0_g1
ko04217	TRINITY_DN10748_c0_g1
ko04621	TRINITY_DN10748_c0_g1
ko04612	TRINITY_DN10748_c0_g1
ko04659	TRINITY_DN10748_c0_g1
ko04657	TRINITY_DN10748_c0_g1
ko04915	TRINITY_DN10748_c0_g1
ko04914	TRINITY_DN10748_c0_g1
ko04626	TRINITY_DN10748_c0_g1
ko01009	TRINITY_DN10748_c0_g1
ko03110	TRINITY_DN10748_c0_g1
ko04131	TRINITY_DN10748_c0_g1
ko03051	TRINITY_DN10748_c0_g1
ko03029	TRINITY_DN10748_c0_g1
ko04147	TRINITY_DN10748_c0_g1
ko04141	TRINITY_DN10748_c0_g1
ko04151	TRINITY_DN10748_c0_g1
ko04217	TRINITY_DN10748_c0_g1
ko04621	TRINITY_DN10748_c0_g1
ko04612	TRINITY_DN10748_c0_g1
ko04659	TRINITY_DN10748_c0_g1
ko04657	TRINITY_DN10748_c0_g1
ko04915	TRINITY_DN10748_c0_g1
ko04914	TRINITY_DN10748_c0_g1
ko04626	TRINITY_DN10748_c0_g1
ko01009	TRINITY_DN10748_c0_g1
ko03110	TRINITY_DN10748_c0_g1
ko04131	TRINITY_DN10748_c0_g1
ko03051	TRINITY_DN10748_c0_g1
ko03029	TRINITY_DN10748_c0_g1
ko04147	TRINITY_DN10748_c0_g1
ko01001	TRINITY_DN10708_c0_g1
ko03400	TRINITY_DN10708_c0_g1
ko03037	TRINITY_DN10708_c0_g1
ko04120	TRINITY_DN10706_c0_g2
ko04068	TRINITY_DN10706_c0_g2
ko04150	TRINITY_DN10706_c0_g2
ko04110	TRINITY_DN10706_c0_g2
ko04121	TRINITY_DN10706_c0_g2
ko04120	TRINITY_DN10706_c0_g2
ko04068	TRINITY_DN10706_c0_g2
ko04150	TRINITY_DN10706_c0_g2
ko04110	TRINITY_DN10706_c0_g2
ko04121	TRINITY_DN10706_c0_g2
ko04814	TRINITY_DN10710_c0_g1
ko03036	TRINITY_DN10710_c0_g1
ko04812	TRINITY_DN10710_c0_g1
ko04145	TRINITY_DN10720_c0_g2
ko04540	TRINITY_DN10720_c0_g2
ko04814	TRINITY_DN10720_c0_g2
ko03036	TRINITY_DN10720_c0_g2
ko04812	TRINITY_DN10720_c0_g2
ko04147	TRINITY_DN10720_c0_g2
ko04145	TRINITY_DN10720_c0_g2
ko04540	TRINITY_DN10720_c0_g2
ko04814	TRINITY_DN10720_c0_g2
ko03036	TRINITY_DN10720_c0_g2
ko04812	TRINITY_DN10720_c0_g2
ko04147	TRINITY_DN10720_c0_g2
ko03036	TRINITY_DN10774_c0_g1
ko04071	TRINITY_DN10781_c0_g1
ko04142	TRINITY_DN10781_c0_g1
ko04140	TRINITY_DN10781_c0_g1
ko04210	TRINITY_DN10781_c0_g1
ko04915	TRINITY_DN10781_c0_g1
ko01002	TRINITY_DN10781_c0_g1
ko04147	TRINITY_DN10781_c0_g1
ko04142	TRINITY_DN10781_c0_g1
ko01002	TRINITY_DN10781_c0_g1
ko04071	TRINITY_DN10781_c0_g1
ko04142	TRINITY_DN10781_c0_g1
ko04140	TRINITY_DN10781_c0_g1
ko04210	TRINITY_DN10781_c0_g1
ko04915	TRINITY_DN10781_c0_g1
ko01002	TRINITY_DN10781_c0_g1
ko04147	TRINITY_DN10781_c0_g1
ko04142	TRINITY_DN10781_c0_g1
ko01002	TRINITY_DN10781_c0_g1
ko04071	TRINITY_DN10781_c0_g1
ko04142	TRINITY_DN10781_c0_g1
ko04140	TRINITY_DN10781_c0_g1
ko04210	TRINITY_DN10781_c0_g1
ko04915	TRINITY_DN10781_c0_g1
ko01002	TRINITY_DN10781_c0_g1
ko04147	TRINITY_DN10781_c0_g1
ko04142	TRINITY_DN10781_c0_g1
ko01002	TRINITY_DN10781_c0_g1
